Locality,Type of property,Subtype of property,Price,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of the land,Surface area of the plot of land,Number of facades,State of the building,Code Immoweb,Type of Sale,
1150 — Woluwe-Saint-Pierre,,Duplex,399000,120,1,1,0,43,,,,,1,Good,11398707,"('Under option', 'No')",
2018 — Antwerpen,Apartment,,415000,102,1,0,0,14,,,,2,1,As new,11051880,"('Under option', 'No')",
1700 — Dilbeek,Apartment,,449000,110,1,1,0,30,200,200,,4,1,As new,10806049,"('Under option', 'No')",
,,,,0,0,0,0,,,,,0,,,,,
8300 — Knokke,,Duplex,475000,65,1,1,0,7,,,,2,0,Good,10467087,No,
8450 — Bredene,,Duplex,425000,143,0,0,0,18,,,,3,0,As new,20225795,No,
8620 — NIEUWPOORT,Apartment,,475000,75,1,0,0,0,,,,4,0,,20194467,No,
8770 — Ingelmunster,Apartment,,478519,149,1,0,0,20,,,,,0,As new,20040109,No,
1160 — Auderghem,Apartment,,490000,107,1,0,0,12,,,,,1,As new,20059427,"('Under option', 'No')",
1410 — Waterloo,Apartment,,495000,111,1,1,0,13,,,,3,1,Good,20105817,"('Under option', 'No')",
8400 — Oostende,Apartment,,495000,150,0,1,0,30,,,,,0,Good,20214517,No,
8300 — Knokke-Heist,Apartment,,519000,58,0,0,0,0,,,,,0,Good,20239936,No,
8300 — Knokke-Heist,Apartment,,519000,58,0,0,0,0,,,,,0,Just renovated,20149544,No,
1050 — Elsene,Apartment,,545000,129,1,1,0,4,,,,4,1,Good,11397541,No,
8620 — NIEUWPOORT,Apartment,,575000,121,1,1,0,0,,,,2,0,,20119879,No,
8300 — Knokke-Heist,Apartment,,595000,50,1,1,0,0,,,,2,1,Just renovated,11459595,No,
8400 — Oostende,Apartment,,595000,123,1,1,0,0,,,,,0,As new,11429371,No,
8400 — Oostende,Apartment,,595000,153,0,1,0,0,,,,,0,Good,11329218,No,
1150 — Woluwe-Saint-Pierre,,Triplex,598000,135,1,1,0,7,30,30,,2,1,Good,11329951,"('Under option', 'No')",
,,,,0,0,0,0,,,,,0,,,,,
4020 — Liège,,Duplex,599000,388,1,1,0,0,,,,2,1,To be done up,20205340,"('Under option', 'No')",
8300 — Knokke-Heist,Apartment,,620000,85,1,0,0,0,,,,,0,Just renovated,11443899,No,
8300 — Knokke-Heist,Apartment,,649000,110,1,1,0,0,,,,2,1,Just renovated,20104494,No,
1000 — Brussel,,Loft,695000,173,1,1,0,53,,,,3,0,As new,11474317,No,
1800 — Vilvoorde,,Duplex,699000,260,1,1,0,12,,,,2,1,As new,20196915,No,
2050 — ANTWERPEN,,Penthouse,729000,310,1,0,0,50,,,,2,0,Just renovated,20053098,No,
1180 — Uccle,,Ground,765000,234,1,1,0,20,,,,2,1,As new,11416117,"('Under option', 'No')",
1800 — Vilvoorde,,Duplex,765000,260,1,1,0,12,,,,2,1,As new,11207435,No,
8300 — Knokke-Heist,Apartment,,795000,74,1,0,0,0,,,,2,0,As new,11374420,No,
8301 — Duinbergen,Apartment,,795000,83,0,0,0,0,,,,,0,To renovate,20075973,No,
8301 — Duinbergen,Apartment,,839000,160,0,0,0,0,,,,,0,Good,20008059,No,
8300 — Knokke-Heist,Apartment,,895000,60,1,1,0,0,,,,2,0,As new,20135796,No,
8300 — Knokke,Apartment,,895000,110,0,1,0,0,,,,2,0,Good,11442645,No,
8300 — Knokke-Heist,Apartment,,899000,59,0,0,0,0,,,,,0,As new,20063506,No,
8300 — Knokke,Apartment,,950000,72,0,1,0,0,,,,,0,To renovate,20213021,No,
1000 — Bruxelles,Apartment,,1090000,170,1,1,0,18,,,,2,1,,11422441,No,
1050 — Ixelles,Apartment,,1090000,170,1,1,0,18,,,,2,1,,11418498,No,
8300 — Knokke,Apartment,,1190000,86,0,0,0,0,,,,,0,Good,20043992,No,
8300 — Knokke,Apartment,,1195000,140,1,0,0,0,,,,4,0,Good,20152730,No,
1000 — Bruxelles,Apartment,,1200000,343,1,0,0,0,80,80,,2,1,As new,20180428,No,
8300 — Knokke,Apartment,,1295000,113,1,0,0,0,,,,4,0,Good,20149289,No,
8300 — Knokke,Apartment,,1295000,109,0,0,0,0,,,,,0,Good,11410341,No,
8300 — Knokke,Apartment,,1295000,113,0,0,0,0,,,,,0,Good,11030725,No,
8300 — Knokke-Heist,Apartment,,1345000,121,0,1,0,0,,,,,0,As new,20239934,No,
8300 — Knokke-Heist,Apartment,,1495000,112,0,0,0,0,,,,,0,Good,20243815,No,
1180 — Uccle,,Duplex,1500000,534,1,1,0,60,1500,1500,,2,1,As new,11484743,No,
1180 — Uccle,,Penthouse,1595000,271,1,1,0,225,,,,2,1,As new,20000227,No,
8300 — Knokke,Apartment,,1595000,130,0,0,0,0,,,,,0,Good,10855180,No,
8301 — Duinbergen,Apartment,,1595000,118,0,0,0,0,,,,,0,Good,20149543,No,
8300 — Knokke-Heist,Apartment,,1650000,125,0,0,0,0,,,,,0,Just renovated,10837801,No,
8300 — Knokke-Heist,Apartment,,1650000,125,1,1,0,0,,,,2,1,Just renovated,11441611,No,
8300 — Knokke-Heist,Apartment,,1950000,140,1,0,0,0,,,,,0,Good,20078460,No,
,,,,0,0,0,0,,,,,0,,,,,
8300 — Knokke-Heist,Apartment,,2395000,154,0,1,0,6,,,,2,0,As new,11276203,No,
8450 — Bredene,Apartment,,390000,95,95,1,1,0,0,,,,,0,Good,20264964,No
3000 — Leuven,Apartment,,420000,96,0,1,0,0,,,,2,1,,20182469,No,
2000 — Antwerpen,Apartment,,250000,55,0,0,0,0,,,,2,0,Good,20296863,No,
2000 — Antwerpen,Apartment,,225000,55,1,1,0,0,,,,2,0,As new,20310329,No,
,,,,0,0,0,0,,,,,0,,,,,
1080 — Molenbeek-Saint-Jean,,Duplex,300000,140,1,1,0,0,,,,2,1,Good,20220802,No,
9230 — Wetteren,Apartment,,259000,82,1,1,0,100,,,,2,0,Good,20264512,No,
2018 — Antwerpen,Apartment,,445000,113,0,0,0,0,,,,2,0,As new,20267815,No,
9000 — Gent,Apartment,,235000,55,0,0,0,0,,,,,0,,20287770,No,
2600 — Berchem,Apartment,,255000,88,0,0,0,0,,,,,0,As new,20290542,No,
1060 — Saint-Gilles,Apartment,,395000,80,0,1,0,68,,,,2,1,,20286875,No,
7100 — La Louvière,Apartment,,95000,71,1,1,0,0,,,,4,0,To be done up,20302460,No,
9000 — Gent,Apartment,,279000,76,1,1,0,13,,,,,0,Good,20301814,No,
2290 — Vorselaar,,Duplex,325000,124,1,1,0,0,,,,4,0,Good,20301619,No,
1060 — Saint-Gilles,,Penthouse,1145000,185,1,0,0,90,,,,2,1,As new,20303073,No,
2660 — HOBOKEN,Apartment,,199000,61,1,0,0,28,,,,,0,Good,20260240,No,
1020 — Laeken,,Duplex,324000,125,1,1,0,11,,,,3,1,To be done up,20235001,No,
,,,,0,0,0,0,,,,,0,,,,,
1050 — Ixelles,Apartment,,485000,82,1,1,0,12,,,,2,1,As new,20218043,No,
1060 — Saint-Gilles,,Duplex,99000,60,1,1,0,0,,,,2,0,Good,20315545,No,
8434 — Westende,,Flat,150000,30,0,1,0,0,,,,,0,,20309683,No,
2050 — Antwerpen,,Ground,299000,80,1,0,0,10,,,,2,0,As new,20309578,No,
9120 — Beveren,,Ground,199900,80,1,1,0,0,24,24,,3,0,To renovate,20200881,No,
9620 — Zottegem,Apartment,,219000,100,1,1,0,7,,,,,0,As new,20245961,No,
2000 — Antwerpen (2000),Apartment,,373000,90,1,1,0,0,,,,,0,Just renovated,20251418,No,
8660 — De Panne,Apartment,,99000,28,1,1,0,2,,,,,0,,20285302,No,
6880 — Bertrix,Apartment,,115000,65,1,1,0,0,,,,4,0,As new,20258894,No,
8370 — Blankenberge,Apartment,,132000,38,0,0,0,0,,,,,0,Good,20221183,No,
1080 — Sint-Jans-Molenbeek,,Flat,135000,63,1,0,0,8,,,,2,0,To renovate,20189377,No,
9000 — Gent,,Kot,160000,19,1,1,0,0,50,50,,2,1,Good,20266251,No,
8430 — Middelkerke,Apartment,,169000,28,1,1,0,16,,,,2,1,As new,20279074,No,
1070 — Anderlecht,Apartment,,180000,76,0,1,0,0,,,,2,0,Good,20264851,"('Under option', 'No')",
1080 — Molenbeek-saint-jean,Apartment,,199000,83,1,0,0,0,,,,2,1,Good,20275400,"('Under option', 'No')",
9000 — Gent,Apartment,,199000,30,1,1,0,0,50,50,,2,1,Good,20266252,No,
1030 — Schaerbeek,Apartment,,210000,84,1,1,0,0,,,,2,1,To renovate,20273430,No,
1030 — Schaerbeek,Apartment,,210000,84,1,1,0,0,,,,2,1,To renovate,20192706,No,
8400 — Oostende,Apartment,,219000,58,1,1,0,13,,,,2,1,Good,20273661,No,
1030 — Schaerbeek,Apartment,,210000,84,1,1,0,0,,,,2,1,To renovate,20273430,No,
1030 — Schaerbeek,Apartment,,210000,84,1,1,0,0,,,,2,1,To renovate,20192706,No,
8400 — Oostende,Apartment,,219000,58,1,1,0,13,,,,2,1,Good,20273661,No,
8900 — Ieper,Apartment,,229000,90,1,1,0,4,,,,3,1,Good,20283957,No,
1083 — Ganshoren,,Ground,249000,83,0,0,0,40,70,70,,2,0,To renovate,20275568,No,
1020 — Laeken,Apartment,,250000,110,1,1,0,3,,,,2,1,To be done up,20271322,No,
1180 — Uccle,Apartment,,250000,74,1,1,0,17,,,,2,1,To be done up,20263931,"('Under option', 'No')",
1140 — Evere,Apartment,,265000,89,0,1,0,8,,,,4,1,As new,20270933,"('Under option', 'No')",
1200 — Woluwe-Saint-Lambert,Apartment,,280000,84,1,1,0,10,,,,2,1,Good,20252382,No,
1932 — Zaventem Sint-Stevens-Woluwe,Apartment,,280000,84,1,1,0,10,,,,2,1,Good,20210133,No,
8470 — Gistel,Apartment,,299000,125,1,1,0,8,,,,2,1,Good,20276379,No,
9230 — Wetteren,Apartment,,320000,74,1,1,0,54,,,,4,1,Good,20243756,No,
1210 — Saint-Josse-ten-Noode,,Duplex,350000,150,1,1,0,0,,,,3,1,Good,20234359,No,
2000 — Antwerpen,Apartment,,357000,95,0,0,0,0,,,,2,0,Just renovated,20244964,No,
2050 — Antwerpen Linkeroever,Apartment,,359000,122,1,1,0,6,,,,3,1,As new,20153850,No,
1070 — Anderlecht,Apartment,,365000,114,1,1,0,16,,,,2,1,As new,20203711,No,
2000 — Antwerpen,Apartment,,429000,121,0,1,0,0,,,,3,0,Good,20237220,No,
1000 — Brussel,Apartment,,440000,102,1,1,0,2,,,,4,1,Good,20268010,No,
1000 — Brussel,Apartment,,449000,104,1,1,0,14,,,,3,1,Good,20179665,No,
8300 — Knokke-Heist,Apartment,,450000,54,0,0,0,0,,,,3,0,Good,20286791,No,
1000 — Bruxelles,Apartment,,599000,120,1,0,0,45,,,,2,1,Good,20281805,No,
2000 — Antwerpen,Apartment,,725000,259,0,0,0,0,,,,,0,Good,20268962,No,
2000 — Antwerpen,,Duplex,895000,286,1,0,0,30,,,,,0,Just renovated,20285928,No,
8300 — Knokke-Heist,Apartment,,1875000,95,1,1,0,0,,,,3,1,As new,20214071,No,
2000 — Antwerpen,,Penthouse,2170000,302,1,1,0,0,,,,2,1,Good,20242267,No,
8300 — Knokke-Heist,Apartment,,3495000,150,1,1,0,0,641,641,,3,1,As new,20177788,No,
2000 — Antwerpen,Apartment,,260000,65,0,1,0,8,,,,,0,Good,20300430,No,
6940 — Durbuy,,Duplex,279000,120,0,0,0,0,,,,,0,Just renovated,20298839,No,
8000 — Brugge,Apartment,,334000,88,0,0,0,0,,,,,0,Good,20302838,No,
1300 — Wavre,,Duplex,380000,107,1,0,0,16,52,52,,2,1,Just renovated,20297473,No,
1300 — Wavre,,Duplex,390000,127,1,0,0,13,,,,2,1,Just renovated,20297466,No,
1060 — Saint-Gilles,Apartment,,480000,94,1,0,0,0,,,,2,1,As new,20299136,No,
8370 — Blankenberge,Apartment,,525000,88,0,0,0,0,,,,,0,As new,20298849,No,
2000 — Antwerpen,,Penthouse,697500,147,1,1,0,0,,,,2,1,As new,20297933,No,
8300 — Knokke-Heist,,Triplex,1240000,199,0,0,0,17,,,,,0,Good,20299640,No,
3000 — Leuven,,Kot,115000,17,0,0,0,0,,,,4,0,As new,20314359,No,
1210 — SAINT-JOSSE-TEN-NOODE,Apartment,,225000,74,1,0,0,0,,,,,0,Just renovated,20317396,No,
2640 — Mortsel,Apartment,,285000,120,0,0,0,0,,,,2,0,,20312846,No,
1040 — ETTERBEEK,,Penthouse,875000,187,1,0,0,25,,,,,0,Just renovated,20316007,No,
2170 — Antwerpen,Apartment,,185000,55,1,0,0,5,,,,2,1,As new,20305768,"('Under option', 'No')",
1210 — Saint-Josse-ten-Noode,Apartment,,225000,80,1,1,0,5,,,,3,1,Good,20121018,"('Under option', 'No')",
4530 — Villers-le-Bouillet,,Duplex,225000,95,0,1,0,0,,,,2,1,,20265235,No,
,,,,0,0,0,0,,,,,0,,,,,
,,,,0,0,0,0,,,,,0,,,,,
1180 — Uccle,,Ground,349000,90,1,1,0,11,36,36,,3,1,To renovate,20217352,No,
,,,,0,0,0,0,,,,,0,,,,,
8200 — Brugge,,Flat,159000,19,0,0,0,0,,,,,0,As new,20296638,No,
8200 — Brugge,,Flat,159000,19,0,0,0,0,,,,,0,As new,20296637,No,
1070 — ANDERLECHT,Apartment,,175000,75,1,0,0,14,,,,,0,To be done up,20298846,No,
1090 — Jette,Apartment,,175000,79,1,0,0,7,,,,4,1,To renovate,20295185,"('Under option', 'No')",
,,,,0,0,0,0,,,,,0,,,,,
8400 — Oostende,Apartment,,239000,98,0,0,0,1,,,,,0,Good,20295120,No,
2800 — Mechelen,Apartment,,289879,69,0,0,0,6,,,,,0,,20297064,No,
9040 — Sint-amandsberg,Apartment,,360000,123,0,0,0,12,,,,3,0,As new,20295249,No,
1180 — Uccle,Apartment,,415000,88,0,1,0,0,,,,,1,As new,20295843,No,
9000 — Gent,,Penthouse,457500,93,0,0,0,30,,,,,0,Good,20295223,No,
1640 — Sint-Genesius-Rode,Apartment,,560000,192,0,0,0,0,,,,,0,,20300014,No,
1500 — Halle,,Service,180000,72,0,0,0,0,,,,,1,As new,20312795,No,
8400 — Oostende,Apartment,,265000,45,0,0,0,0,,,,,0,,20312912,No,
,,,,0,0,0,0,,,,,0,,,,,
8730 — Beernem,Apartment,,389000,175,1,0,0,15,,,,3,0,,20311369,No,
,,,,0,0,0,0,,,,,0,,,,,
9000 — Gent,Apartment,,445000,105,0,0,0,0,,,,,0,Just renovated,20255696,No,
2000 — Antwerpen,Apartment,,495000,163,0,0,0,0,,,,,0,Good,20311309,No,
9300 — Aalst,Apartment,,175000,85,1,0,0,6,,,,2,1,Good,20270735,"('Under option', 'No')",
1083 — Ganshoren,Apartment,,235000,87,1,1,0,8,,,,4,0,As new,20204647,"('Under option', 'No')",
2800 — Mechelen,Apartment,,265000,74,1,0,0,0,,,,,0,,20271936,No,
3010 — Leuven Kessel-Lo,,Duplex,435000,143,1,0,0,55,,,,4,0,As new,20244952,No,
1040 — Etterbeek,,Duplex,1150000,198,1,1,0,42,,,,,1,As new,20230710,No,
,,,,0,0,0,0,,,,,0,,,,,
,,,,0,0,0,0,,,,,0,,,,,
8450 — Bredene,Apartment,,229000,75,1,1,0,10,,,,,1,Good,20289060,No,
,,,,0,0,0,0,,,,,0,,,,,
1080 — Molenbeek-Saint-Jean,,Triplex,295000,142,1,1,0,0,,,,2,0,Good,20289608,No,
8300 — Knokke-Heist,Apartment,,1795000,90,1,0,0,0,,,,2,1,As new,20289820,No,
9300 — Aalst,Apartment,,138500,76,1,0,0,0,,,,4,0,Good,20305007,No,
8400 — Oostende,Apartment,,168000,100,0,0,1,1,,,,2,1,,20305729,No,
1030 — SCHAERBEEK,Apartment,,220000,72,1,0,0,0,,,,,0,To renovate,20304867,No,
8430 — Middelkerke,,Flat,85000,21,0,1,0,6,,,,,0,Good,11044743,No,
4480 — Engis,Apartment,,95000,87,1,1,0,0,,,,2,1,As new,20108145,"('Under option', 'No')",
4000 — Liège,,Flat,99000,31,1,1,0,0,,,,,1,As new,11404549,"('Under option', 'No')",
8434 — Westende,,Flat,110000,35,0,1,0,0,,,,,0,Good,11291849,No,
8790 — Waregem,,Flat,115000,37,1,1,0,0,,,,,1,Just renovated,11020971,No,
8790 — Waregem,,Flat,115000,37,1,1,0,0,,,,,1,Just renovated,10971611,No,
8434 — Westende,,Flat,118000,36,0,1,0,0,,,,,0,To be done up,20214544,No,
4051 — VAUX-SOUS-CHÈVREMONT,Apartment,,119000,112,1,0,0,0,,,,2,0,To be done up,20147395,No,
9820 — Merelbeke,,Service,129000,34,1,1,0,0,1000,1000,,2,1,Good,10461801,No,
8400 — Oostende,Apartment,,135000,67,0,1,0,18,,,,,0,Good,20195298,No,
8370 — Blankenberge,Apartment,,137500,40,0,1,0,0,,,,,0,Just renovated,20106322,No,
8370 — BLANKENBERGE,,Flat,145000,,1,1,0,0,,,,2,0,Good,20228590,No,
9200 — Dendermonde,Apartment,,159000,87,1,0,0,0,,,,2,0,,20100142,No,
4030 — Liège,Apartment,,165000,80,1,0,0,2,,,,,1,,11332329,"('Under option', 'No')",
6720 — HABAY-LA-NEUVE,Apartment,,171500,78,1,0,0,0,187,187,,2,0,Good,11327510,"('Under option', 'No')",
8620 — Nieuwpoort,Apartment,,172000,44,1,1,0,0,,,,,0,,20134513,No,
8400 — Oostende,Apartment,,174000,44,0,1,0,0,,,,,0,,11334492,No,
7130 — BINCHE,Apartment,,175000,122,1,0,0,0,,,,2,0,Good,20237685,No,
9051 — Sint-Denijs-Westrem,Apartment,,175000,56,0,0,0,0,,,,,1,Just renovated,20133317,No,
5170 — BOIS-DE-VILLERS,Apartment,,179000,140,1,0,1,0,,,,4,0,Just renovated,20115325,No,
4800 — Verviers,,Loft,185000,87,1,0,0,53,,,,2,1,Good,20097981,"('Under option', 'No')",
7060 — SOIGNIES,Apartment,,185000,79,1,0,0,0,,,,2,0,Good,20155842,No,
1080 — Molenbeek-Saint-Jean,Apartment,,189000,75,1,1,0,0,,,,2,1,Good,10106816,"('Under option', 'No')",
3000 — LEUVEN,,Flat,189000,29,0,0,0,0,,,,2,0,To be done up,20234855,No,
1020 — Laeken,Apartment,,199000,90,1,1,0,24,,,,,1,To be done up,20022496,"('Under option', 'No')",
1081 — KOEKELBERG,Apartment,,199000,100,1,0,0,0,,,,2,0,To renovate,20193222,"('Under option', 'No')",
2100 — DEURNE,Apartment,,212000,115,1,0,0,0,,,,2,0,Good,10249177,No,
1080 — Molenbeek-Saint-Jean,Apartment,,215000,80,1,0,0,0,,,,2,1,Good,20204518,"('Under option', 'No')",
1081 — KOEKELBERG,Apartment,,219000,100,1,0,0,0,,,,2,0,Good,20245687,"('Under option', 'No')",
4020 — Liège,Apartment,,219000,87,1,1,0,8,,,,2,0,As new,20075189,"('Under option', 'No')",
6880 — Bertrix,Apartment,,219000,86,1,1,0,0,,,,,1,As new,20054582,No,
1080 — MOLENBEEK-SAINT-JEAN,Apartment,,219500,60,1,0,0,5,,,,2,1,As new,20031057,No,
1080 — MOLENBEEK-SAINT-JEAN,Apartment,,219500,63,1,0,0,5,,,,2,1,As new,20031058,No,
1080 — MOLENBEEK-SAINT-JEAN,Apartment,,219500,60,1,0,0,5,,,,2,1,As new,20031056,No,
4100 — Seraing,Apartment,,219900,141,1,1,0,10,,,,2,0,As new,20056170,No,
1050 — IXELLES,Apartment,,220000,50,0,0,0,8,,,,,0,Just renovated,20200807,"('Under option', 'No')",
8370 — BLANKENBERGE,Apartment,,220000,,1,1,0,28,,,,,0,Good,20241695,No,
1080 — MOLENBEEK-SAINT-JEAN,Apartment,,222500,63,1,0,0,5,,,,2,1,As new,11458900,No,
1000 — Bruxelles,,Flat,225000,50,1,1,0,0,,,,2,1,Good,20033037,No,
1420 — Braine-l'Alleud,Apartment,,225000,70,1,1,0,0,,,,3,1,Good,20148790,"('Under option', 'No')",
8620 — Nieuwpoort,Apartment,,225000,45,1,1,0,0,,,,,0,,20243841,No,
8870 — Izegem,Apartment,,225000,69,0,0,0,10,,,,,0,Good,11461967,No,
6880 — Bertrix,Apartment,,227900,88,1,1,0,32,,,,,1,As new,20005534,No,
,,,,0,0,0,0,,,,,0,,,,,
6750 — Musson,Apartment,,235000,91,1,1,0,0,,,,,0,Good,11301791,"('Under option', 'No')",
9990 — Maldegem,Apartment,,237000,99,0,1,0,0,,,,2,0,Good,20108882,"('Under option', 'No')",
1000 — Brussel,Apartment,,239000,75,1,1,0,0,,,,2,1,Good,11429112,No,
1120 — Neder-Over-Heembeek,,Ground,239000,105,1,1,0,9,,,,3,1,To renovate,20195848,"('Under option', 'No')",
1853 — Grimbergen,Apartment,,239000,85,1,1,0,27,,,,3,1,Good,11150560,"('Under option', 'No')",
2060 — ANTWERPEN,Apartment,,245000,55,1,0,0,0,,,,2,1,As new,11251987,No,
8700 — Tielt (8700),Apartment,,248000,79,0,0,0,0,,,,,0,Good,20160326,No,
1081 — Koekelberg,Apartment,,249000,94,1,1,0,10,,,,2,1,Good,20219368,"('Under option', 'No')",
2610 — Antwerpen,Apartment,,249000,99,1,0,0,5,,,,,1,Good,20154411,No,
8380 — ZEEBRUGGE,Apartment,,249000,55,1,0,0,0,,,,4,0,Good,11027488,No,
8400 — Oostende,Apartment,,249000,86,0,1,0,4,,,,,0,Good,20240185,No,
8420 — WENDUINE,Apartment,,249000,109,0,0,0,0,,,,2,0,Good,11468677,No,
1000 — Bruxelles,Apartment,,250000,85,1,1,0,0,,,,2,1,To be done up,20077468,No,
8400 — Oostende,Apartment,,258000,65,1,1,0,0,,,,,0,Good,11182884,No,
8870 — Izegem,Apartment,,259000,91,0,0,0,7,,,,,0,Good,11358738,No,
1650 — BEERSEL,Apartment,,260000,77,1,0,0,0,,,,2,0,To be done up,11278251,No,
6700 — ARLON,Apartment,,260000,119,1,0,0,0,,,,,0,Good,11139443,No,
9500 — Geraardsbergen,Apartment,,260000,98,0,0,0,10,,,,2,1,As new,20091671,No,
4100 — SERAING,Apartment,,265000,144,1,0,0,12,,,,3,0,,20246927,No,
6700 — ARLON,Apartment,,265000,70,1,0,0,0,,,,2,0,Good,11027586,"('Under option', 'No')",
6791 — ATHUS,Apartment,,265000,133,1,0,0,0,,,,,0,Good,20191832,No,
9230 — Wetteren,Apartment,,266000,,1,0,0,5,,,,,0,Just renovated,20187036,No,
6790 — AUBANGE,Apartment,,270000,88,1,0,0,0,,,,,0,Good,20249590,No,
2110 — Wijnegem,Apartment,,275000,95,1,1,0,0,20,20,,,1,Good,11321118,No,
2110 — Wijnegem,Apartment,,275000,95,1,1,0,0,20,20,,,1,Good,11317469,No,
5150 — Floreffe,,Ground,279000,90,0,1,0,4,,,,4,1,,20066542,"('Under option', 'No')",
2800 — MECHELEN,Apartment,,284000,54,1,0,0,10,,,,2,0,Just renovated,20234486,"('Under option', 'No')",
,,,,0,0,0,0,,,,,0,,,,,
3980 — Tessenderlo,Apartment,,289000,115,1,0,0,23,72,72,,2,1,As new,20264532,No,
,,,,0,0,0,0,,,,,0,,,,,
6600 — BASTOGNE,Apartment,,290000,121,1,0,0,0,,,,2,0,,20120404,No,
8530 — HARELBEKE,Apartment,,290000,85,0,0,0,7,,,,2,0,Good,20223094,No,
1040 — Etterbeek,Apartment,,295000,75,1,1,0,8,,,,2,0,To be done up,11435693,"('Under option', 'No')",
1180 — Uccle,Apartment,,299000,80,1,1,0,5,,,,4,1,Good,20193657,No,
1760 — ONZE-LIEVE-VROUW-LOMBEEK,Apartment,,299000,147,1,0,0,18,,,,3,0,Good,20233470,"('Under option', 'No')",
9820 — Merelbeke,Apartment,,305000,75,0,0,0,0,,,,,0,As new,20183833,No,
2400 — Mol,,Duplex,319000,134,0,0,0,16,,,,2,1,As new,20068662,"('Under option', 'No')",
1200 — Sint-Lambrechts-Woluwe,Apartment,,,80,1,1,0,0,,,,,0,To be done up,10768335,No,
1083 — GANSHOREN,Apartment,,330000,139,1,0,0,16,,,,4,0,As new,20252070,No,
1701 — Dilbeek,,Ground,330000,116,1,0,0,0,,,,,0,As new,20091554,"('Under option', 'No')",
1050 — Ixelles,Apartment,,335000,79,1,1,0,13,,,,2,1,Good,20129031,"('Under option', 'No')",
1070 — Anderlecht,Apartment,,335000,140,1,0,1,3,,,,2,0,To renovate,20127457,"('Under option', 'No')",
1150 — Woluwe-Saint-Pierre,Apartment,,335000,110,1,1,0,6,,,,2,1,Good,11028009,"('Under option', 'No')",
1470 — Genappe,,Duplex,335000,124,1,1,0,9,,,,2,1,As new,20189516,No,
9900 — Eeklo,Apartment,,335000,94,1,1,0,0,,,,,0,Good,11241001,"('Under option', 'No')",
1830 — Machelen,Apartment,,349000,90,1,1,0,12,150,150,,2,1,As new,20174911,No,
1180 — Uccle,Apartment,,350000,100,1,1,0,10,,,,2,1,Good,20080036,"('Under option', 'No')",
8430 — MIDDELKERKE,Apartment,,350000,59,1,1,0,0,,,,2,0,Good,11213648,No,
2180 — EKEREN,,Ground,358000,104,0,0,0,0,30,30,,,0,,20241789,No,
8470 — Gistel,Apartment,,358500,128,1,1,0,12,,,,,0,Good,20248435,No,
9600 — Ronse,,Loft,359000,443,1,1,0,20,175,175,,2,0,Good,20236897,No,
1081 — Koekelberg,Apartment,,360000,110,0,1,1,7,,,,2,1,Good,20228888,No,
8470 — Gistel,Apartment,,365000,129,1,1,0,13,,,,,0,Good,20248429,No,
9820 — Merelbeke,Apartment,,365000,90,0,0,0,0,,,,,0,As new,20183837,No,
3140 — Keerbergen,Apartment,,373000,80,0,0,0,10,,,,,0,Good,20242726,No,
8370 — Blankenberge,Apartment,,375000,70,0,0,0,0,,,,,0,Good,20232613,No,
8400 — Oostende,Apartment,,375000,115,0,0,0,0,,,,,0,Good,11401174,No,
9820 — Merelbeke,Apartment,,375000,88,0,0,0,0,,,,,0,As new,20183836,No,
8200 — Sint-Michiels,Apartment,,379000,105,0,0,0,0,,,,,0,Good,11358574,No,
9940 — Evergem,Apartment,,396800,109,0,1,0,0,,,,,0,,20248223,No,
2600 — BERCHEM,Apartment,,397000,88,1,0,0,6,,,,,0,Just renovated,20227411,No,
8400 — Oostende,Apartment,,420000,100,0,0,0,0,,,,,0,To be done up,11410328,No,
9820 — Merelbeke,Apartment,,435379,106,0,0,0,0,,,,,0,As new,20183835,No,
1200 — Woluwe-Saint-Lambert,Apartment,,436000,86,1,1,0,7,,,,2,1,As new,11479560,"('Under option', 'No')",
1190 — Forest,Apartment,,445000,107,1,1,0,1,,,,2,1,Good,20032875,No,
1000 — Brussel,Apartment,,449000,90,1,1,0,14,,,,2,1,As new,20156294,"('Under option', 'No')",
1050 — Ixelles,Apartment,,450000,125,1,1,0,9,,,,3,1,Good,20195758,No,
9820 — Merelbeke,Apartment,,451307,106,0,0,0,0,,,,,0,As new,20183832,No,
,,,,0,0,0,0,,,,,0,,,,,
5100 — NAMUR,Apartment,,475000,163,1,0,0,20,,,,2,0,,11477254,No,
9800 — Deinze,Apartment,,485000,263,0,1,0,0,,,,2,0,,11158739,No,
9820 — Merelbeke,Apartment,,494371,115,0,0,0,0,,,,,0,As new,20183831,No,
2018 — Antwerpen,Apartment,,530000,130,1,0,0,7,,,,2,1,As new,20242643,No,
,,,,0,0,0,0,,,,,0,,,,,
,,,,0,0,0,0,,,,,0,,,,,
8300 — KNOKKE,Apartment,,550000,94,1,0,0,0,,,,2,0,,20018297,No,
9820 — Merelbeke,Apartment,,555000,128,0,0,0,0,,,,,0,As new,20183834,No,
8430 — MIDDELKERKE,Apartment,,575000,118,1,0,0,0,,,,2,0,Good,11285881,No,
8300 — Knokke-Heist,Apartment,,625000,86,1,1,0,0,,,,,0,Good,11296214,No,
1050 — Ixelles,Apartment,,645000,191,1,1,0,0,,,,2,1,To be done up,20228656,No,
