Locality,Type of property,Subtype of property,Price,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of the land,Surface area of the plot of land,Number of facades,State of the building,Code Immoweb,Type of Sale,
1030 — SCHAARBEEK,Apartment,,335000,88,1,0,0,0,,,,2,0,Good,20299315,No,
3000 — Leuven,Apartment,,495000,140,1,0,0,33,,,,,0,,20296873,No,
1400 — Nivelles,Apartment,,159000,75,1,1,0,13,10000,10000,,4,1,Good,20311635,No,
6700 — Arlon,Apartment,,169000,49,1,0,0,0,,,,2,1,Good,20257836,"('Under option', 'No')",
,,,,0,0,0,0,,,,,0,,,,,
9000 — Gent,,Flat,235000,41,41,0,0,0,0,,,,,0,Good,20314985,No
2930 — Brasschaat,Apartment,,349000,100,1,0,0,8,,,,2,0,Just renovated,20274049,No,
1200 — Woluwe-St.-Lambert,Apartment,,385000,71,1,1,0,6,,,,2,0,As new,20113326,"('Under option', 'No')",
1200 — Woluwe-Saint-Lambert,Apartment,,525000,120,1,1,0,0,,,,3,1,Good,20223219,"('Under option', 'No')",
9450 — Haaltert,Apartment,,265000,90,0,1,0,8,,,,,0,Good,20041721,No,
8370 — Blankenberge,Apartment,,130000,41,0,0,0,0,,,,,0,To be done up,20290766,No,
2018 — Antwerpen,Apartment,,499900,185,1,1,0,0,,,,2,1,Good,20290229,No,
8400 — Oostende,Apartment,,135000,83,1,1,0,0,,,,2,1,To be done up,20304344,No,
6280 — Gerpinnes,Apartment,,239000,85,0,0,0,4,,,,3,0,As new,20307236,No,
2110 — WIJNEGEM,Apartment,,285000,97,0,0,0,20,90,90,,,0,,20308311,No,
2660 — HOBOKEN,Apartment,,149500,58,0,0,0,11,,,,2,0,As new,20122463,No,
1300 — Wavre,,Penthouse,173000,58,1,1,0,30,,,,3,1,Good,20093750,"('Under option', 'No')",
1070 — Anderlecht,Apartment,,195000,85,1,1,0,20,,,,2,1,To be done up,20193281,"('Under option', 'No')",
1080 — Molenbeek-Saint-Jean,,Duplex,195000,109,1,1,0,0,,,,,1,To renovate,11340213,"('Under option', 'No')",
1090 — Jette,Apartment,,199000,73,1,1,0,3,,,,2,1,As new,11418338,"('Under option', 'No')",
1800 — Vilvoorde,Apartment,,199500,51,1,0,0,7,,,,,1,As new,20139247,"('Under option', 'No')",
1080 — Molenbeek-Saint-Jean,Apartment,,212500,95,1,1,0,12,,,,2,1,To be done up,20062441,"('Under option', 'No')",
2830 — WILLEBROEK,Apartment,,224000,54,1,0,0,12,,,,2,0,Good,20001565,No,
1083 — GANSHOREN,Apartment,,225000,93,1,0,0,3,,,,3,0,To be done up,20221453,"('Under option', 'No')",
8540 — DEERLIJK,Apartment,,229500,89,0,0,0,30,,,,,0,Good,11295983,No,
1070 — Anderlecht,Apartment,,240000,94,1,1,0,25,,,,3,1,To renovate,20192919,"('Under option', 'No')",
2060 — Antwerpen,Apartment,,259000,65,1,0,0,10,,,,2,1,As new,20274554,"('Under option', 'No')",
,,,,0,0,0,0,,,,,0,,,,,
9700 — Oudenaarde,Apartment,,275000,65,0,1,0,5,,,,2,0,Good,11032758,No,
9700 — Oudenaarde,Apartment,,275000,65,0,1,0,5,,,,2,0,Good,10939272,No,
2500 — LIER,Apartment,,289000,91,1,0,0,11,,,,2,0,Just renovated,20201069,No,
2500 — LIER,Apartment,,289000,91,1,0,0,11,,,,2,0,Just renovated,20201050,"('Under option', 'No')",
1150 — Woluwe-Saint-Pierre - Sint-Pieters-Woluwe,Apartment,,290000,77,1,0,0,12,,,,,1,Good,20281609,No,
1150 — Woluwe-Saint-Pierre,Apartment,,295000,81,1,1,0,6,,,,2,1,To renovate,20117934,"('Under option', 'No')",
2570 — DUFFEL,Apartment,,298000,81,1,0,0,4,,,,,0,Good,20108995,"('Under option', 'No')",
9000 — Gent,Apartment,,320000,65,0,0,0,3,,,,2,1,As new,20207397,No,
1070 — Anderlecht,Apartment,,330000,102,1,1,0,36,,,,,1,As new,11367670,"('Under option', 'No')",
1180 — Uccle,Apartment,,340000,94,1,1,0,3,,,,2,1,As new,20138082,"('Under option', 'No')",
1000 — Brussel,Apartment,,365000,92,1,0,0,2,,,,2,1,As new,20244334,No,
1380 — Lasne,,Ground,395000,98,1,0,1,50,300,300,,3,1,As new,11129249,"('Under option', 'No')",
1000 — Bruxelles,Apartment,,410000,125,1,1,0,0,,,,2,1,Good,20089381,No,
1050 — Ixelles,Apartment,,410000,80,1,1,0,5,100,100,,2,1,Good,11485215,No,
1410 — Waterloo,Apartment,,420000,115,1,0,0,8,,,,2,1,Just renovated,20163555,"('Under option', 'No')",
1060 — Saint-Gilles - Sint-Gillis,,Duplex,450000,110,1,0,0,20,,,,2,1,Good,20235351,"('Under option', 'No')",
1180 — UCCLE,Apartment,,455000,100,1,0,0,19,11000,11000,,4,0,As new,20067628,No,
8300 — Knokke,Apartment,,490000,87,1,1,0,7,,,,2,0,Good,11465241,No,
1050 — Ixelles,,Penthouse,515000,103,1,1,0,32,,,,2,1,As new,20106383,No,
1050 — Ixelles,,Penthouse,525000,97,1,1,0,43,,,,2,1,As new,20067656,No,
1140 — Evere,,Penthouse,530000,121,1,1,0,42,,,,3,1,As new,20075339,No,
1000 — Bruxelles,Apartment,,595000,105,1,1,0,30,,,,2,0,Good,11109704,No,
1180 — Uccle,Apartment,,625000,172,1,1,0,20,,,,3,1,Just renovated,20188374,No,
1150 — Woluwe-Saint-Pierre,Apartment,,849000,212,1,1,0,10,,,,2,1,As new,11441791,No,
2660 — Hoboken,Apartment,,238000,100,1,0,0,4,,,,2,0,Good,20268649,No,
9810 — NAZARETH,,Duplex,325000,89,1,0,0,0,,,,4,0,Good,20269890,No,
1200 — Woluwe-Saint-Lambert,Apartment,,790000,220,1,1,0,8,,,,,1,As new,20265506,No,
1030 — SCHAERBEEK,Apartment,,265000,70,1,0,0,15,,,,2,0,Good,20295024,No,
1060 — SAINT-GILLES,Apartment,,399000,120,1,0,0,0,,,,2,0,As new,20295406,No,
1180 — Uccle,Apartment,,399000,122,1,1,0,4,,,,2,1,Good,20294890,No,
2140 — ANTWERPEN,Apartment,,275000,140,1,0,0,8,,,,,0,Good,20310569,No,
3080 — Tervuren,Apartment,,375000,75,0,0,0,30,,,,,0,Good,20264134,No,
1180 — Uccle,Apartment,,295000,89,1,1,0,2,,,,2,1,Good,20133165,"('Under option', 'No')",
8380 — Zeebrugge,Apartment,,490000,105,1,0,0,0,,,,2,0,As new,20279546,No,
8300 — Knokke,Apartment,,1375000,164,0,1,0,0,,,,,0,To renovate,20279605,No,
9000 — Gent,,Ground,332500,72,1,1,0,20,38,38,,3,1,Good,20286896,No,
,,,,0,0,0,0,,,,,0,,,,,
6220 — Fleurus,Apartment,,149000,65,1,1,0,0,,,,2,1,As new,20304983,No,
2160 — Wommelgem,Apartment,,219000,53,1,0,0,2,,,,2,0,,20303554,No,
2160 — Wommelgem,Apartment,,289000,76,1,0,0,4,,,,2,0,,20303556,No,
1190 — Forest,,Duplex,300000,150,1,1,0,32,,,,2,1,To renovate,20302506,No,
2160 — Wommelgem,Apartment,,329000,83,1,0,0,9,,,,2,0,,20303555,No,
1040 — Etterbeek,Apartment,,350000,85,1,1,0,4,,,,4,1,As new,20303480,No,
9080 — Zeveneken,Apartment,,394308,110,1,0,0,21,,,,,0,As new,20302598,No,
1050 — Ixelles,Apartment,,445000,92,1,1,0,80,,,,2,1,As new,20302135,No,
1060 — Saint-Gilles,Apartment,,445000,92,1,1,0,80,,,,2,1,As new,20302133,No,
9000 — Gent,Apartment,,595000,105,1,1,1,0,,,,,1,As new,20302372,No,
1000 — Bruxelles,,Loft,895000,304,1,1,0,10,,,,3,1,As new,20302132,No,
1080 — Molenbeek-Saint-Jean,,Loft,895000,304,1,1,0,10,,,,3,1,As new,20302134,No,
,,,,0,0,0,0,,,,,0,,,,,
,,,,0,0,0,0,,,,,0,,,,,
8450 — Bredene,Apartment,,179000,55,1,0,0,21,,,,,0,Good,20258652,No,
2610 — WILRIJK,Apartment,,215000,84,1,0,0,4,,,,3,0,Good,20257884,No,
,,,,0,0,0,0,,,,,0,,,,,
5530 — Spontin,,Ground,215000,100,0,0,1,18,,,,,0,Good,20317831,No,
2100 — Deurne,Apartment,,219000,88,0,0,0,4,,,,2,0,Good,20315950,No,
2650 — Edegem,Apartment,,219000,92,1,1,0,7,,,,2,1,Good,20317435,No,
,,,,0,0,0,0,,,,,0,,,,,
8580 — AVELGEM,Apartment,,179500,90,1,0,0,0,,,,,0,Good,20278247,No,
8400 — Oostende,Apartment,,235000,53,1,1,0,0,,,,,0,Just renovated,20275002,No,
,,,,0,0,0,0,,,,,0,,,,,
8300 — Knokke,Apartment,,625000,95,1,1,0,0,,,,2,0,Good,20275279,No,
2820 — BONHEIDEN,Apartment,,639000,116,1,0,0,58,,,,3,0,,20278233,No,
9000 — Gent,Apartment,,675000,163,1,1,0,8,,,,,0,Good,20274997,No,
9040 — Gent Sint-Amandsberg,Apartment,,265000,69,1,1,0,0,,,,2,1,Good,20292128,No,
2018 — Antwerpen-Zuid,Apartment,,219000,55,1,1,0,0,,,,2,1,As new,20310114,No,
6860 — LÉGLISE,Apartment,,235000,88,1,1,0,9,,,,4,1,As new,20309089,No,
1120 — Bruxelles,Apartment,,259000,80,1,1,0,4,,,,2,1,Good,20309645,No,
1210 — Saint-Josse-ten-Noode,,Flat,115000,19,19,1,1,0,0,,,,2,1,Good,20250945,"('Under option', 'No')"
4000 — Liège,Apartment,,174000,94,1,1,0,0,40,40,,2,1,Good,20110045,"('Under option', 'No')",
1080 — MOLENBEEK-SAINT-JEAN,Apartment,,255000,105,1,0,0,9,,,,2,0,Just renovated,20271091,"('Under option', 'No')",
1853 — STROMBEEK-BEVER,Apartment,,415000,175,1,0,0,0,,,,3,0,To be done up,20270658,"('Under option', 'No')",
1180 — Uccle,Apartment,,660000,142,1,0,0,28,,,,2,1,As new,20230997,No,
8301 — Duinbergen,Apartment,,890000,72,1,1,0,0,,,,3,0,Good,20270087,No,
8300 — Knokke-Heist,Apartment,,1235000,116,1,1,0,0,,,,2,0,Good,20270055,No,
4000 — Liège,Apartment,,175000,72,1,1,0,0,,,,2,1,Good,20194555,"('Under option', 'No')",
4102 — Seraing Ougrée,,Ground,189500,85,1,1,0,26,,,,4,1,Good,20212228,"('Under option', 'No')",
1060 — Saint-Gilles,,Flat,200000,40,1,1,0,2,,,,2,1,Good,20239183,"('Under option', 'No')",
1070 — Anderlecht,Apartment,,215000,87,1,0,0,3,,,,2,1,Good,20178977,"('Under option', 'No')",
4000 — Liège,Apartment,,220000,78,1,1,0,17,,,,2,1,Good,20228466,No,
1160 — Auderghem,Apartment,,222500,50,1,1,0,8,,,,3,1,Good,20266102,No,
,,,,0,0,0,0,,,,,0,,,,,
1070 — Anderlecht,Apartment,,229000,87,1,0,0,3,,,,2,1,Good,20179052,"('Under option', 'No')",
1070 — Anderlecht,Apartment,,229000,87,1,0,0,3,,,,2,1,Good,20178981,"('Under option', 'No')",
1070 — Anderlecht,Apartment,,229000,87,1,0,0,3,,,,2,1,Good,20178979,"('Under option', 'No')",
4500 — Huy,Apartment,,235000,85,1,1,0,0,,,,2,0,Good,20269434,No,
9060 — Zelzate,Apartment,,285000,95,0,1,0,0,,,,,0,Good,20217864,No,
1000 — Bruxelles,Apartment,,289000,67,1,1,0,0,,,,2,1,Good,20252137,No,
1050 — Ixelles,,Ground,295000,75,1,1,0,15,,,,2,1,Good,20281254,"('Under option', 'No')",
8810 — Lichtervelde,,Service,295000,99,0,0,0,14,,,,,0,Good,20283312,No,
8810 — Lichtervelde,,Service,304000,100,0,0,0,18,,,,,0,Good,20285529,No,
8810 — Lichtervelde,Apartment,,304000,100,0,0,0,18,,,,,0,Good,20283830,No,
1050 — Ixelles,Apartment,,325000,55,1,0,0,6,,,,2,1,Just renovated,20274561,No,
1000 — Bruxelles,Apartment,,356000,104,1,0,0,9,,,,3,1,As new,20258232,No,
1020 — Laeken,Apartment,,369000,148,1,1,0,0,,,,2,1,Good,20266744,No,
1180 — Uccle,Apartment,,370000,118,1,1,0,7,,,,2,1,Good,20261629,No,
1340 — Ottignies-Louvain-la-Neuve,Apartment,,385000,117,1,1,0,16,,,,2,1,As new,20245712,No,
1050 — Ixelles,,Duplex,469000,85,1,1,0,0,,,,2,1,Just renovated,20254034,No,
1180 — Uccle,,Duplex,469000,85,1,1,0,0,,,,2,1,Just renovated,20254033,No,
1180 — Uccle,,Duplex,469000,85,1,1,0,0,,,,2,1,Just renovated,20253819,No,
1190 — Forest,,Duplex,469000,85,1,1,0,0,,,,2,1,Just renovated,20254017,No,
1190 — Forest,,Duplex,469000,85,1,1,0,0,,,,2,1,Just renovated,20253842,No,
1050 — Ixelles,Apartment,,475000,134,1,1,0,12,,,,2,1,Good,20223204,No,
1200 — Woluwe-Saint-Lambert,Apartment,,536500,152,1,1,0,13,,,,2,1,As new,20268501,No,
1000 — Bruxelles,,Duplex,560000,120,1,1,0,5,,,,2,1,Good,20213304,No,
1050 — Ixelles,,Duplex,595000,125,1,0,0,16,,,,2,1,Just renovated,20274789,No,
1200 — Woluwe-Saint-Lambert,,Ground,595000,156,1,1,0,0,65,65,,2,1,Good,20265725,No,
1000 — Bruxelles,,Duplex,645000,145,1,1,0,3,,,,2,1,Good,20277180,No,
8300 — Knokke-Zoute,Apartment,,695000,68,1,1,0,0,,,,2,0,Just renovated,20285194,No,
8300 — Knokke-Heist,Apartment,,695000,73,1,1,0,4,,,,2,1,Good,20229443,No,
1030 — Schaerbeek,Apartment,,750000,225,1,1,0,0,,,,2,1,Just renovated,20283322,No,
1000 — Bruxelles,Apartment,,795000,200,1,1,0,0,,,,3,1,Just renovated,20230179,No,
8930 — Menen,Apartment,,89000,104,1,0,0,0,,,,2,1,To be done up,20298835,No,
3720 — Kortessem,Apartment,,299950,,0,1,0,9,,,,,0,Good,20299993,No,
9000 — GENT,Apartment,,465000,169,1,0,0,0,,,,2,0,,20301996,No,
9470 — Denderleeuw,Apartment,,209000,88,1,0,0,0,,,,2,0,Good,20313552,No,
8620 — Nieuwpoort,Apartment,,225000,39,1,1,0,0,,,,,0,Good,20312329,No,
2940 — Stabroek,,Duplex,249000,70,1,1,0,30,,,,2,1,Good,20312842,No,
1082 — BERCHEM-SAINTE-AGATHE,Apartment,,295000,104,1,0,0,6,,,,2,0,As new,20267140,No,
9880 — Aalter,Apartment,,299000,87,0,0,0,50,,,,,0,As new,20312173,No,
1050 — IXELLES,Apartment,,595000,130,1,1,0,15,,,,2,0,Good,20312714,No,
2610 — ANTWERPEN,Apartment,,215000,71,1,0,0,0,,,,,0,Good,20281141,"('Under option', 'No')",
1081 — Koekelberg,Apartment,,249000,120,1,0,0,5,,,,,1,To renovate,20208952,"('Under option', 'No')",
1150 — Woluwe-Saint-Pierre,Apartment,,475000,167,1,1,0,12,,,,2,1,To be done up,20241236,"('Under option', 'No')",
2018 — Antwerpen (2018),Apartment,,575000,132,1,1,0,0,,,,,0,As new,20280125,"('Under option', 'No')",
2220 — Heist-op-den-Berg,Apartment,,270000,95,1,0,0,0,,,,,0,,20292062,No,
1020 — Bruxelles,Apartment,,295000,118,1,1,0,10,,,,2,1,Good,20291580,No,
1210 — Saint-Josse-ten-Noode,,Duplex,335000,90,1,1,0,0,,,,2,1,As new,20291719,No,
8420 — De Haan,Apartment,,399000,50,1,1,0,15,,,,,1,As new,20293575,No,
5100 — Jambes,Apartment,,179000,60,1,1,0,0,,,,2,1,As new,20309166,"('Under option', 'No')",
1000 — Bruxelles,,Flat,345000,58,1,1,0,0,,,,2,1,Just renovated,20307826,No,
9900 — Eeklo,Apartment,,,98,1,0,0,0,,,,,0,To be done up,20261847,,
1083 — GANSHOREN,Apartment,,220000,90,0,0,0,7,,,,,0,,20262764,No,
8400 — Oostende,,Service,425000,98,0,0,0,0,,,,,0,Good,20261513,No,
,,,,0,0,0,0,,,,,0,,,,,
8300 — Knokke,Apartment,,1450000,97,0,1,0,0,,,,,0,As new,20276766,No,
2070 — Zwijndrecht,Apartment,,219000,85,1,0,0,11,,,,2,0,To be done up,20297795,No,
1000 — BRUXELLES,Apartment,,299000,80,1,1,0,4,,,,2,0,Good,20300216,No,
1160 — Auderghem,Apartment,,299000,97,1,1,0,2,,,,2,1,To be done up,20296845,No,
,,,,0,0,0,0,,,,,0,,,,,
9000 — Gent,Apartment,,1365000,132,0,0,0,20,21,21,,,0,As new,20295545,No,
2000 — Antwerpen,Apartment,,255000,55,0,0,0,0,,,,2,0,Good,20314419,No,
1082 — Berchem-Sainte-Agathe,Apartment,,259000,100,1,0,0,3,,,,3,0,Just renovated,20257893,No,
6700 — Arlon (Freylange),Apartment,,275000,65,1,0,0,17,,,,3,0,Good,20257821,"('Under option', 'No')",
1081 — Koekelberg,Apartment,,280000,120,1,1,0,8,,,,2,1,To be done up,20200624,"('Under option', 'No')",
6700 — Arlon,Apartment,,299000,168,1,0,0,0,,,,2,0,Good,20257835,"('Under option', 'No')",
1200 — Woluwe-Saint-Lambert,Apartment,,425000,115,1,0,0,6,,,,2,0,Good,20310902,No,
8620 — NIEUWPOORT,Apartment,,445000,76,1,0,0,7,,,,2,0,As new,20256765,No,
9800 — Deinze,Apartment,,179000,73,1,1,0,0,,,,,0,Good,11491919,No,
2020 — ANTWERPEN,Apartment,,195000,70,1,0,0,2,,,,,0,To be done up,20291689,No,
8200 — Sint-Michiels,Apartment,,398000,94,0,0,0,25,,,,,0,Good,20290870,No,
1070 — Anderlecht,Apartment,,430000,123,1,1,0,14,,,,,0,Good,20290836,No,
,,,,0,0,0,0,,,,,0,,,,,
,,,,0,0,0,0,,,,,0,,,,,
9060 — ZELZATE,Apartment,,150000,55,0,0,0,2,,,,,0,,20308310,No,
1180 — Uccle,Apartment,,199000,50,1,1,0,0,,,,,1,Good,20307933,No,
8400 — Oostende,Apartment,,259000,85,1,0,0,1,,,,2,1,Good,20306617,No,
4000 — LIEGE,Apartment,,278000,105,0,1,0,0,,,,3,1,,20308457,No,
8400 — Oostende,Apartment,,295000,78,1,0,0,21,,,,2,1,As new,20305718,No,
8300 — Knokke centrum,Apartment,,695000,75,1,1,0,3,,,,2,1,As new,20304772,No,
2570 — DUFFEL,Apartment,,138000,42,0,0,0,0,,,,2,0,To be done up,20049204,"('Under option', 'No')",
4690 — Bassenge,Apartment,,144000,90,1,1,0,0,,,,3,0,Good,20115396,"('Under option', 'No')",
8450 — Bredene,Apartment,,145000,65,1,1,0,3,,,,,0,To renovate,20113202,No,
4690 — Bassenge,Apartment,,149000,100,1,1,0,0,,,,3,0,Good,20115394,"('Under option', 'No')",
1070 — Anderlecht,Apartment,,165000,55,1,0,0,0,,,,2,1,Good,11327422,No,
1020 — Bruxelles,Apartment,,169000,50,1,1,0,0,,,,,1,Good,20172805,"('Under option', 'No')",
2800 — Mechelen,Apartment,,179000,59,0,0,0,9,150,150,,4,1,Good,20237947,"('Under option', 'No')",
2100 — DEURNE,Apartment,,185000,75,1,0,0,4,,,,2,0,To be done up,20200623,No,
2170 — Merksem,Apartment,,185000,76,1,0,0,1,,,,,0,Good,11455467,No,
,,,,0,0,0,0,,,,,0,,,,,
2610 — WILRIJK,Apartment,,209000,76,1,1,0,0,,,,2,0,Good,20226740,No,
1853 — Strombeek-Bever,Apartment,,210000,87,1,1,0,5,,,,,0,Good,11337935,No,
1080 — Molenbeek-Saint-Jean,Apartment,,215000,136,1,1,0,15,,,,2,1,Good,20146827,"('Under option', 'No')",
9600 — Ronse,Apartment,,219000,95,1,1,0,10,,,,2,1,As new,11471651,"('Under option', 'No')",
2650 — EDEGEM,Apartment,,227000,96,1,0,0,3,,,,2,0,To be done up,20198268,No,
1070 — Anderlecht,Apartment,,229000,88,1,1,0,0,,,,2,1,Good,10595120,"('Under option', 'No')",
,,,,0,0,0,0,,,,,0,,,,,
1800 — Vilvoorde,Apartment,,235000,85,1,1,0,8,,,,,0,To be done up,20166328,"('Under option', 'No')",
1080 — SINT-JANS-MOLENBEEK,Apartment,,239000,106,1,0,0,12,,,,,0,To be done up,11039784,"('Under option', 'No')",
1000 — Bruxelles,Apartment,,245000,61,1,1,0,0,,,,2,1,Good,20142599,"('Under option', 'No')",
2660 — Antwerpen,Apartment,,248000,92,1,0,0,15,,,,,1,Good,20269072,No,
9000 — GENT,Apartment,,249000,73,1,0,0,13,1500,1500,,2,0,Good,20128599,"('Under option', 'No')",
9000 — GENT,Apartment,,249000,68,1,0,0,10,,,,2,0,Good,20233813,No,
9300 — Aalst (9300),Apartment,,269000,87,1,0,0,0,,,,,0,Good,20214123,No,
2600 — BERCHEM,Apartment,,275000,104,1,0,0,22,,,,2,0,Good,20052480,No,
1800 — Vilvoorde,,Duplex,279000,100,0,1,0,6,,,,,0,Good,11455749,"('Under option', 'No')",
8790 — Waregem,Apartment,,279000,115,1,0,0,0,,,,,0,Good,20186475,No,
1000 — Brussels,Apartment,,285000,80,1,0,0,0,,,,1,1,Good,20215667,No,
8370 — BLANKENBERGE,Apartment,,285000,72,1,1,0,0,,,,2,0,Good,20040372,No,
8780 — Oostrozebeke,Apartment,,295000,120,1,1,0,26,30,30,,,0,Good,20203064,"('Under option', 'No')",
1420 — BRAINE-L'ALLEUD,Apartment,,315000,107,1,0,0,6,,,,2,0,Good,20124666,"('Under option', 'No')",
2890 — SINT-AMANDS,,Duplex,319000,141,1,0,0,24,,,,3,0,Good,11403470,No,
1000 — Brussels,,Triplex,339000,115,1,0,0,0,,,,2,1,Good,20198247,"('Under option', 'No')",
1300 — WAVRE,,Duplex,339000,130,1,1,0,14,,,,4,1,To be done up,20103216,"('Under option', 'No')",
8370 — BLANKENBERGE,Apartment,,345000,91,1,1,0,0,,,,,0,Good,20040367,"('Under option', 'No')",
8370 — BLANKENBERGE,Apartment,,355000,70,1,1,0,0,,,,2,0,Good,20095260,No,
1082 — Berchem-Sainte-Agathe,Apartment,,365000,150,1,1,0,10,,,,2,1,To be done up,20043292,"('Under option', 'No')",
8400 — Oostende,Apartment,,410000,90,0,1,0,2,,,,,0,To renovate,11480717,No,
2100 — Deurne (2100),Apartment,,425000,120,1,0,0,11,,,,,0,Good,11381060,No,
8420 — WENDUINE,Apartment,,440000,95,1,0,0,25,,,,2,0,Good,20194417,No,
1000 — Bruxelles,,Penthouse,460000,153,1,1,0,52,,,,2,1,Good,20053571,No,
1060 — Saint-Gilles,Apartment,,465000,120,1,1,0,2,,,,2,1,As new,20066280,"('Under option', 'No')",
3000 — Leuven,Apartment,,465000,165,1,0,0,3,,,,,0,Good,20214363,"('Under option', 'No')",
1070 — Anderlecht,,Ground,479000,135,1,1,0,0,,,,2,1,Good,20168217,No,
1050 — ELSENE,Apartment,,495000,106,1,0,0,0,,,,2,0,Good,20222229,No,
1150 — Woluwe-Saint-Pierre,,Duplex,575000,140,1,1,0,70,275,275,,2,1,To be done up,11468598,"('Under option', 'No')",
2100 — Deurne (2100),Apartment,,425000,120,1,0,0,11,,,,,0,Good,11381060,No,
8420 — WENDUINE,Apartment,,440000,95,1,0,0,25,,,,2,0,Good,20194417,No,
1000 — Bruxelles,,Penthouse,460000,153,1,1,0,52,,,,2,1,Good,20053571,No,
1060 — Saint-Gilles,Apartment,,465000,120,1,1,0,2,,,,2,1,As new,20066280,"('Under option', 'No')",
3000 — Leuven,Apartment,,465000,165,1,0,0,3,,,,,0,Good,20214363,"('Under option', 'No')",
1070 — Anderlecht,,Ground,479000,135,1,1,0,0,,,,2,1,Good,20168217,No,
1050 — ELSENE,Apartment,,495000,106,1,0,0,0,,,,2,0,Good,20222229,No,
1150 — Woluwe-Saint-Pierre,,Duplex,575000,140,1,1,0,70,275,275,,2,1,To be done up,11468598,"('Under option', 'No')",
2800 — MECHELEN,,Penthouse,625000,111,1,1,0,32,,,,2,0,Good,11468014,No,
1050 — Ixelles,Apartment,,795000,231,1,1,0,26,,,,2,1,As new,20163881,No,
1933 — Zaventem,Apartment,,799000,159,1,0,1,25,60,60,,4,1,As new,20118424,No,
1060 — Saint-Gilles,Apartment,,895000,250,1,1,0,0,380,380,,2,1,As new,20120471,No,
8300 — Knokke,Apartment,,1050000,79,1,1,0,4,,,,2,0,Just renovated,20053681,No,
8301 — Heist-aan-Zee,Apartment,,1100000,133,1,1,0,7,,,,2,0,Good,11082279,No,
3000 — Leuven,Apartment,,1189000,119,1,1,0,32,,,,,0,As new,11148558,No,
1180 — UCCLE,Apartment,,1750000,243,1,1,1,85,3400,3400,,4,0,As new,20015160,No,
3500 — Hasselt,Apartment,,2150000,280,1,0,0,30,,,,,0,As new,20133299,No,
8800 — Roeselare,Apartment,,210000,83,1,0,0,0,,,,,0,Good,20267618,No,
2600 — BERCHEM,Apartment,,315000,100,1,0,0,8,,,,2,0,Good,20266432,No,
1853 — STROMBEEK-BEVER,Apartment,,320000,86,1,0,0,0,,,,2,0,As new,20260079,No,
9900 — Eeklo,Apartment,,329000,137,1,0,0,0,,,,,0,As new,20265172,No,
1050 — Ixelles,Apartment,,730000,215,1,1,0,0,,,,3,1,Good,20245452,"('Under option', 'No')",
8300 — Knokke-Zoute,Apartment,,2375000,130,1,1,0,0,,,,2,0,Good,20266524,No,
1030 — Schaerbeek,Apartment,,290000,107,1,0,1,8,,,,2,1,As new,20299862,No,
9000 — Gent,Apartment,,335000,86,0,0,0,0,,,,,0,Good,20282695,No,
5100 — JAMBES,Apartment,,430000,100,1,0,0,11,,,,3,0,Good,20283462,No,
1180 — Uccle,Apartment,,590000,165,1,1,0,14,,,,2,1,Good,20176219,No,
9000 — Gent,Apartment,,895000,120,0,1,0,35,,,,,0,Good,20282816,No,
8300 — Knokke-Heist,Apartment,,665000,75,0,1,0,0,,,,2,1,Good,20102478,No,
2060 — ANTWERPEN,,Flat,129000,25,1,0,0,0,,,,2,0,Just renovated,20295761,No,
3640 — KINROOI,Apartment,,212000,84,1,0,0,11,,,,,0,,20296269,No,
3640 — KINROOI,Apartment,,267000,109,1,0,0,10,,,,,0,,20296262,No,
3640 — KINROOI,,Penthouse,325000,148,1,0,0,16,,,,,0,,20296267,No,
1060 — Saint Gilles,Apartment,,410000,105,0,1,0,0,,,,3,1,,20297024,"('Under option', 'No')",
1000 — Bruxelles,Apartment,,545000,117,1,1,0,15,,,,2,0,As new,20296730,No,
1000 — Bruxelles,Apartment,,545000,117,1,1,0,15,,,,2,1,As new,20296619,No,
1190 — Forest,Apartment,,440000,100,1,1,0,10,,,,2,1,Just renovated,20120762,"('Under option', 'No')",
8870 — Izegem,Apartment,,145000,78,0,0,0,0,,,,,0,Good,20279614,No,
4020 — Liège,,Flat,99000,31,1,1,0,0,,,,4,1,As new,20287014,No,
5500 — Bouvignes-sur-Meuse,,Flat,99000,27,27,1,0,0,2,,,,3,0,,20290106,No
2800 — Mechelen,Apartment,,225000,90,1,0,0,0,,,,,0,To be done up,20287773,No,
8840 — Staden,Apartment,,291375,102,1,0,0,15,,,,,0,Good,20285821,No,
9700 — Oudenaarde,Apartment,,319000,93,1,1,0,4,,,,,1,As new,20286869,No,
2223 — Schriek,Apartment,,200000,72,1,0,0,0,,,,,0,,20302795,No,
2223 — Schriek,Apartment,,210000,75,1,0,0,0,,,,,0,,20302772,No,
8301 — Heist-aan-Zee,Apartment,,,59,1,1,0,5,,,,,0,Good,20302634,,
,,,,0,0,0,0,,,,,0,,,,,
9000 — Gent,Apartment,,125000,18,1,1,0,0,,,,2,0,Good,20317720,No,
6210 — LES BONS VILLERS,,Duplex,175000,75,1,0,0,0,,,,3,0,Good,20317729,No,
9000 — Gent,,Flat,239500,51,1,1,0,0,,,,3,0,Good,20316417,No,
9940 — Evergem,Apartment,,252000,77,0,0,0,0,,,,,0,As new,20319075,No,
8930 — Lauwe,,Ground,285000,91,0,0,0,0,,,,,0,Good,20319011,No,
