,Locality,Type of property,Subtype of property,Price,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of the land,Surface area of the plot of land,Number of facades,State of the building,Code Immoweb,Type of Sale,Tenement building
3154,8400 — Oostende,Apartment,None,258000.0,65.0,1,1,0,0.0,None,None,None,None,0.0,3,11182884,no,0
3155,8870 — Izegem,Apartment,None,259000.0,91.0,0,0,0,7.0,None,None,None,None,0.0,3,11358738,no,0
3156,1650 — BEERSEL,Apartment,None,260000.0,77.0,1,0,0,0.0,None,None,None,2.0,0.0,1,11278251,no,0
3157,6700 — ARLON,Apartment,None,260000.0,119.0,1,0,0,0.0,None,None,None,None,0.0,3,11139443,no,0
3158,9500 — Geraardsbergen,Apartment,None,260000.0,98.0,0,0,0,10.0,None,None,None,2.0,1.0,5,20091671,no,0
3159,4100 — SERAING,Apartment,None,265000.0,144.0,1,0,0,12.0,None,None,None,3.0,0.0,none,20246927,no,0
3160,6700 — ARLON,Apartment,None,265000.0,70.0,1,0,0,0.0,None,None,None,2.0,0.0,3,11027586,1,0
3161,6791 — ATHUS,Apartment,None,265000.0,133.0,1,0,0,0.0,None,None,None,None,0.0,3,20191832,no,0
3162,9230 — Wetteren,Apartment,None,266000.0,None,1,0,0,5.0,None,None,None,None,0.0,4,20187036,no,0
3163,6790 — AUBANGE,Apartment,None,270000.0,88.0,1,0,0,0.0,None,None,None,None,0.0,3,20249590,no,0
3164,2110 — Wijnegem,Apartment,None,275000.0,95.0,1,1,0,0.0,20.0,20.0,None,None,1.0,3,11321118,no,0
3165,2110 — Wijnegem,Apartment,None,275000.0,95.0,1,1,0,0.0,20.0,20.0,None,None,1.0,3,11317469,no,0
3166,2800 — MECHELEN,Apartment,None,284000.0,54.0,1,0,0,10.0,None,None,None,2.0,0.0,4,20234486,1,0
3167,3980 — Tessenderlo,Apartment,None,289000.0,115.0,1,0,0,23.0,72.0,72.0,None,2.0,1.0,5,20264532,no,0
3168,6600 — BASTOGNE,Apartment,None,290000.0,121.0,1,0,0,0.0,None,None,None,2.0,0.0,none,20120404,no,0
3169,8530 — HARELBEKE,Apartment,None,290000.0,85.0,0,0,0,7.0,None,None,None,2.0,0.0,3,20223094,no,0
3170,1040 — Etterbeek,Apartment,None,295000.0,75.0,1,1,0,8.0,None,None,None,2.0,0.0,1,11435693,1,0
3171,1180 — Uccle,Apartment,None,299000.0,80.0,1,1,0,5.0,None,None,None,4.0,1.0,3,20193657,no,0
3172,1760 — ONZE-LIEVE-VROUW-LOMBEEK,Apartment,None,299000.0,147.0,1,0,0,18.0,None,None,None,3.0,0.0,3,20233470,1,0
3173,9820 — Merelbeke,Apartment,None,305000.0,75.0,0,0,0,0.0,None,None,None,None,0.0,5,20183833,no,0
3174,1200 — Sint-Lambrechts-Woluwe,Apartment,None,None,80.0,1,1,0,0.0,None,None,None,None,0.0,1,10768335,no,0
3175,1083 — GANSHOREN,Apartment,None,330000.0,139.0,1,0,0,16.0,None,None,None,4.0,0.0,5,20252070,no,0
3176,1050 — Ixelles,Apartment,None,335000.0,79.0,1,1,0,13.0,None,None,None,2.0,1.0,3,20129031,1,0
3177,1070 — Anderlecht,Apartment,None,335000.0,140.0,1,0,1,3.0,None,None,None,2.0,0.0,2,20127457,1,0
3178,1150 — Woluwe-Saint-Pierre,Apartment,None,335000.0,110.0,1,1,0,6.0,None,None,None,2.0,1.0,3,11028009,1,0
3179,9900 — Eeklo,Apartment,None,335000.0,94.0,1,1,0,0.0,None,None,None,None,0.0,3,11241001,1,0
3180,1830 — Machelen,Apartment,None,349000.0,90.0,1,1,0,12.0,150.0,150.0,None,2.0,1.0,5,20174911,no,0
3181,1180 — Uccle,Apartment,None,350000.0,100.0,1,1,0,10.0,None,None,None,2.0,1.0,3,20080036,1,0
3182,8430 — MIDDELKERKE,Apartment,None,350000.0,59.0,1,1,0,0.0,None,None,None,2.0,0.0,3,11213648,no,0
3183,8470 — Gistel,Apartment,None,358500.0,128.0,1,1,0,12.0,None,None,None,None,0.0,3,20248435,no,0
3184,1081 — Koekelberg,Apartment,None,360000.0,110.0,0,1,1,7.0,None,None,None,2.0,1.0,3,20228888,no,0
3185,8470 — Gistel,Apartment,None,365000.0,129.0,1,1,0,13.0,None,None,None,None,0.0,3,20248429,no,0
3186,9820 — Merelbeke,Apartment,None,365000.0,90.0,0,0,0,0.0,None,None,None,None,0.0,5,20183837,no,0
3187,3140 — Keerbergen,Apartment,None,373000.0,80.0,0,0,0,10.0,None,None,None,None,0.0,3,20242726,no,0
3188,8370 — Blankenberge,Apartment,None,375000.0,70.0,0,0,0,0.0,None,None,None,None,0.0,3,20232613,no,0
3189,8400 — Oostende,Apartment,None,375000.0,115.0,0,0,0,0.0,None,None,None,None,0.0,3,11401174,no,0
3190,9820 — Merelbeke,Apartment,None,375000.0,88.0,0,0,0,0.0,None,None,None,None,0.0,5,20183836,no,0
3191,8200 — Sint-Michiels,Apartment,None,379000.0,105.0,0,0,0,0.0,None,None,None,None,0.0,3,11358574,no,0
3192,9940 — Evergem,Apartment,None,396800.0,109.0,0,1,0,0.0,None,None,None,None,0.0,none,20248223,no,0
3193,2600 — BERCHEM,Apartment,None,397000.0,88.0,1,0,0,6.0,None,None,None,None,0.0,4,20227411,no,0
3194,8400 — Oostende,Apartment,None,420000.0,100.0,0,0,0,0.0,None,None,None,None,0.0,1,11410328,no,0
3195,9820 — Merelbeke,Apartment,None,435379.0,106.0,0,0,0,0.0,None,None,None,None,0.0,5,20183835,no,0
3196,1200 — Woluwe-Saint-Lambert,Apartment,None,436000.0,86.0,1,1,0,7.0,None,None,None,2.0,1.0,5,11479560,1,0
3197,1190 — Forest,Apartment,None,445000.0,107.0,1,1,0,1.0,None,None,None,2.0,1.0,3,20032875,no,0
3198,1000 — Brussel,Apartment,None,449000.0,90.0,1,1,0,14.0,None,None,None,2.0,1.0,5,20156294,1,0
3199,1050 — Ixelles,Apartment,None,450000.0,125.0,1,1,0,9.0,None,None,None,3.0,1.0,3,20195758,no,0
3200,9820 — Merelbeke,Apartment,None,451307.0,106.0,0,0,0,0.0,None,None,None,None,0.0,5,20183832,no,0
3201,5100 — NAMUR,Apartment,None,475000.0,163.0,1,0,0,20.0,None,None,None,2.0,0.0,none,11477254,no,0
3202,9800 — Deinze,Apartment,None,485000.0,263.0,0,1,0,0.0,None,None,None,2.0,0.0,none,11158739,no,0
3203,9820 — Merelbeke,Apartment,None,494371.0,115.0,0,0,0,0.0,None,None,None,None,0.0,5,20183831,no,0
3204,2018 — Antwerpen,Apartment,None,530000.0,130.0,1,0,0,7.0,None,None,None,2.0,1.0,5,20242643,no,0
3205,8300 — KNOKKE,Apartment,None,550000.0,94.0,1,0,0,0.0,None,None,None,2.0,0.0,none,20018297,no,0
3206,9820 — Merelbeke,Apartment,None,555000.0,128.0,0,0,0,0.0,None,None,None,None,0.0,5,20183834,no,0
3207,8430 — MIDDELKERKE,Apartment,None,575000.0,118.0,1,0,0,0.0,None,None,None,2.0,0.0,3,11285881,no,0
3208,8300 — Knokke-Heist,Apartment,None,625000.0,86.0,1,1,0,0.0,None,None,None,None,0.0,3,11296214,no,0
3209,1050 — Ixelles,Apartment,None,645000.0,191.0,1,1,0,0.0,None,None,None,2.0,1.0,1,20228656,no,0
3210,8300 — Knokke-Heist,Apartment,None,649500.0,93.0,1,0,0,0.0,None,None,None,2.0,1.0,3,20044769,no,0
3211,8400 — Oostende,Apartment,None,710000.0,110.0,1,0,0,0.0,None,None,None,None,0.0,3,11194421,no,0
3212,8620 — Nieuwpoort,Apartment,None,720000.0,100.0,1,1,0,0.0,None,None,None,None,0.0,none,20207016,no,0
3213,8300 — Knokke-Heist,Apartment,None,765000.0,81.0,0,0,0,0.0,None,None,None,None,0.0,5,20118407,no,0
3214,8400 — Oostende,Apartment,None,825000.0,116.0,1,0,0,0.0,None,None,None,None,0.0,5,20005000,no,0
3215,8300 — Knokke-Heist,Apartment,None,845000.0,82.0,0,0,0,0.0,None,None,None,None,0.0,3,11489812,no,0
3216,1050 — Ixelles,Apartment,None,980000.0,141.0,1,0,0,3.0,None,None,None,3.0,1.0,5,11396725,no,0
3217,9185 — WACHTEBEKE,Apartment,None,1020000.0,530.0,1,0,0,15.0,None,None,None,2.0,0.0,none,20119215,no,0
3218,8300 — Knokke,Apartment,None,1075000.0,79.0,0,0,0,0.0,None,None,None,None,0.0,4,11466505,no,0
3219,8301 — Heist-aan-Zee,Apartment,None,1190000.0,96.0,0,1,0,10.0,None,None,None,None,0.0,3,20191696,no,0
3220,8300 — Knokke,Apartment,None,1195000.0,140.0,0,1,0,0.0,None,None,None,None,0.0,3,11024587,no,0
3221,9000 — GENT,Apartment,None,1299000.0,200.0,1,0,1,0.0,None,None,None,2.0,0.0,none,20071698,no,0
3222,8300 — Knokke-Heist,Apartment,None,1335000.0,95.0,1,1,0,15.0,None,None,None,2.0,1.0,5,20119949,no,0
3223,1150 — Woluwe-Saint-Pierre,Apartment,None,1450000.0,280.0,1,1,0,40.0,None,None,None,None,1.0,4,20147461,no,0
3224,8300 — Knokke,Apartment,None,2500000.0,115.0,0,0,0,0.0,None,None,None,None,0.0,5,20160399,no,0
3225,9900 — Eeklo,Apartment,None,185000.0,None,0,0,0,0.0,None,None,None,None,0.0,4,20265183,no,0
3226,4000 — LIÈGE,Apartment,None,199000.0,104.0,1,0,0,0.0,None,None,None,2.0,0.0,4,20269000,no,0
3227,8400 — Oostende,Apartment,None,175000.0,81.0,1,1,0,0.0,None,None,None,4.0,1.0,3,20264588,no,0
3228,8000 — Brugge,Apartment,None,259000.0,63.0,1,1,0,11.0,None,None,None,3.0,1.0,5,20268657,no,0
3229,1040 — ETTERBEEK,Apartment,None,339000.0,68.0,1,0,0,16.0,None,None,None,2.0,0.0,5,20279854,no,0
3230,8450 — Bredene,Apartment,None,265000.0,72.0,1,1,0,9.0,None,None,None,3.0,0.0,3,20286636,no,0
3231,2018 — Antwerpen,Apartment,None,410000.0,85.0,0,0,0,0.0,None,None,None,2.0,0.0,5,20286403,no,0
3232,9070 — Heusden,Apartment,None,495000.0,250.0,1,1,0,32.0,None,None,None,2.0,0.0,5,20287389,no,0
3233,2140 — Antwerpen Borgerhout,Apartment,None,229000.0,80.0,1,0,0,0.0,None,None,None,None,0.0,3,20301257,no,0
3234,1200 — WOLUWE-SAINT-LAMBERT,Apartment,None,335000.0,105.0,1,0,0,4.0,None,None,None,2.0,0.0,none,20304490,no,0
3235,1420 — Braine-L'Alleud,Apartment,None,431000.0,138.0,0,1,0,21.0,None,None,None,4.0,1.0,none,20301745,no,0
3236,1180 — Uccle,Apartment,None,990000.0,187.0,1,1,0,40.0,None,None,None,3.0,1.0,5,20301388,no,0
3237,8370 — Blankenberge,Apartment,None,160000.0,47.0,0,1,0,0.0,None,None,None,None,0.0,3,20258477,no,0
3238,1070 — Anderlecht,Apartment,None,285000.0,97.0,0,1,0,6.0,None,None,None,2.0,1.0,5,20271228,1,0
3239,2610 — Antwerpen,Apartment,None,325000.0,92.0,1,0,0,5.0,None,None,None,1.0,1.0,5,20302845,no,0
3240,2018 — Antwerpen,Apartment,None,475000.0,116.0,0,0,0,8.0,None,None,None,None,0.0,3,20309685,no,0
3241,8300 — Knokke-Heist,Apartment,None,695000.0,89.0,0,0,0,0.0,None,None,None,None,0.0,5,20309596,no,0
3242,8300 — Knokke-Heist,Apartment,None,495000.0,None,1,0,0,0.0,None,None,None,2.0,1.0,4,20174649,no,0
3243,5100 — Jambes,Apartment,None,329000.0,124.0,1,1,0,10.0,None,None,None,2.0,0.0,none,20295256,no,0
3244,6840 — Neufchâteau,Apartment,None,188000.0,108.0,1,1,0,8.0,50.0,50.0,None,None,1.0,3,20269148,no,0
3245,1083 — Ganshoren,Apartment,None,199000.0,83.0,1,1,0,8.0,None,None,None,2.0,1.0,3,20199433,1,0
3246,1190 — Forest,Apartment,None,220000.0,98.0,0,1,0,15.0,None,None,None,4.0,1.0,none,20278737,no,0
3247,1030 — Schaarbeek,Apartment,None,229000.0,69.0,1,1,0,0.0,None,None,None,2.0,1.0,3,20210675,no,0
3248,1050 — Ixelles,Apartment,None,229000.0,61.0,0,1,0,0.0,None,None,None,2.0,1.0,none,20265416,1,0
3249,1410 — Waterloo,Apartment,None,235000.0,65.0,1,1,0,6.0,None,None,None,2.0,0.0,1,20163710,1,0
3250,2640 — Mortsel,Apartment,None,235000.0,101.0,1,0,0,0.0,None,None,None,2.0,1.0,3,20221793,no,0
3251,1060 — Saint-Gilles,Apartment,None,245000.0,76.0,1,1,0,4.0,None,None,None,None,1.0,3,20256876,no,0
3252,1000 — BRUXELLES,Apartment,None,265000.0,64.0,1,1,0,0.0,None,None,None,2.0,0.0,none,20283261,no,0
3253,1120 — Bruxelles,Apartment,None,270000.0,100.0,0,1,0,3.0,None,None,None,2.0,0.0,2,20232020,no,0
3254,1120 — Bruxelles,Apartment,None,279000.0,100.0,1,1,1,8.0,None,None,None,2.0,0.0,3,20137159,no,0
3255,1083 — Ganshoren,Apartment,None,295000.0,90.0,1,0,0,6.0,None,None,None,None,0.0,5,20280763,no,0
3256,1000 — Brussel,Apartment,None,299000.0,90.0,1,1,0,0.0,None,None,None,4.0,1.0,5,20212924,no,0
3257,2000 — Antwerpen,Apartment,None,301000.0,51.0,1,1,0,8.0,None,None,None,4.0,1.0,5,20208571,no,0
3258,1000 — Bruxelles,Apartment,None,310000.0,74.0,1,1,0,0.0,None,None,None,2.0,1.0,3,20210489,no,0
3259,1030 — Schaerbeek,Apartment,None,349000.0,94.0,0,1,0,4.0,None,None,None,2.0,1.0,none,20259075,no,0
3260,2320 — Hoogstraten,Apartment,None,375000.0,140.0,0,0,0,0.0,None,None,None,None,0.0,3,20245405,no,0
3261,1932 — Zaventem,Apartment,None,399000.0,80.0,1,1,0,24.0,None,None,None,2.0,1.0,5,20274815,no,0
3262,1040 — Etterbeek,Apartment,None,449000.0,120.0,1,0,0,4.0,None,None,None,2.0,1.0,3,20223872,no,0
3263,1050 — Ixelles,Apartment,None,495000.0,70.0,1,1,0,13.0,None,None,None,2.0,1.0,3,20258203,no,0
3264,8500 — Kortrijk,Apartment,None,595000.0,142.0,0,0,0,0.0,None,None,None,None,0.0,5,20232131,no,0
3265,1050 — Elsene,Apartment,None,795000.0,None,1,1,0,16.0,None,None,None,4.0,0.0,3,20219570,no,0
3266,9400 — Ninove,Apartment,None,355000.0,115.0,0,1,0,0.0,None,None,None,None,0.0,3,20297931,no,0
3267,9400 — Ninove,Apartment,None,355000.0,115.0,0,1,0,0.0,None,None,None,None,0.0,3,20297924,no,0
3268,9400 — Ninove,Apartment,None,355000.0,115.0,0,1,0,0.0,None,None,None,None,0.0,3,20297922,no,0
3269,4802 — Heusy,Apartment,None,415000.0,150.0,1,1,0,11.0,None,None,None,3.0,1.0,3,20300486,no,0
3270,2100 — Antwerpen,Apartment,None,189000.0,85.0,1,0,0,0.0,None,None,None,2.0,1.0,3,11348838,no,0
3271,9340 — Lede,Apartment,None,235000.0,90.0,1,1,0,12.0,None,None,None,3.0,0.0,3,20244546,1,0
3272,9051 — Sint-Denijs-Westrem,Apartment,None,247000.0,56.0,0,0,0,0.0,4.0,4.0,None,None,0.0,none,20312914,no,0
3273,9051 — Gent,Apartment,None,247000.0,56.0,0,0,0,0.0,4.0,4.0,None,None,0.0,none,20312913,no,0
3274,2230 — Herselt,Apartment,None,310000.0,114.0,0,1,0,0.0,None,None,None,4.0,0.0,none,20315002,no,0
3275,9620 — Zottegem,Apartment,None,445000.0,None,1,1,0,24.0,None,None,None,None,0.0,3,20314334,no,0
3276,8300 — KNOKKE,Apartment,None,690000.0,77.0,1,0,0,0.0,None,None,None,2.0,0.0,none,20265658,no,0
3277,1070 — Anderlecht,Apartment,None,258000.0,88.0,0,0,1,16.0,None,None,None,2.0,1.0,5,20305388,no,0
3278,1000 — BRUXELLES,Apartment,None,380000.0,85.0,1,0,0,4.0,None,None,None,2.0,0.0,none,20281986,no,0
3279,8370 — Blankenberge,Apartment,None,599000.0,133.0,1,1,0,13.0,None,None,None,3.0,1.0,5,20225927,no,0
3280,8300 — Knokke-Heist,Apartment,None,739000.0,None,0,1,0,0.0,None,None,None,None,0.0,5,20261656,no,0
3281,8300 — Knokke-Heist,Apartment,None,1125000.0,80.0,1,0,0,0.0,None,None,None,None,1.0,4,20103257,no,0
3282,1020 — Bruxelles,Apartment,None,445000.0,220.0,1,0,0,0.0,None,None,None,2.0,1.0,5,20162492,no,0
3283,1200 — Woluwe-Saint-Lambert,Apartment,None,325000.0,110.0,1,1,0,18.0,None,None,None,2.0,1.0,2,20203138,1,0
3284,5500 — Dinant,Apartment,None,164000.0,85.0,0,0,0,0.0,None,None,None,None,0.0,4,20297701,no,0
3285,9000 — Gent,Apartment,None,240000.0,80.0,0,0,0,0.0,None,None,None,None,0.0,3,20295248,no,0
3286,9040 — Sint-amandsberg,Apartment,None,240000.0,80.0,0,0,0,0.0,None,None,None,None,0.0,3,20295600,no,0
3287,2800 — Mechelen,Apartment,None,319000.0,95.0,1,1,0,0.0,None,None,None,None,1.0,3,20294357,1,0
3288,5580 — ROCHEFORT,Apartment,None,145000.0,131.0,1,0,0,0.0,None,None,None,2.0,0.0,none,20313462,no,0
3289,2018 — Antwerpen,Apartment,None,396000.0,182.0,1,0,0,0.0,None,None,None,2.0,0.0,none,20312653,no,0
3290,1070 — Anderlecht,Apartment,None,219000.0,85.0,0,1,0,0.0,None,None,None,2.0,1.0,3,20269770,1,0
3291,1000 — Bruxelles,Apartment,None,215000.0,55.0,1,0,0,2.0,None,None,None,None,0.0,1,20131726,no,0
3292,8400 — Oostende,Apartment,None,259000.0,101.0,1,1,0,10.0,None,None,None,2.0,1.0,3,20289067,no,0
3293,1420 — BRAINE-L'ALLEUD,Apartment,None,315000.0,80.0,1,0,0,3.0,None,None,None,2.0,0.0,4,20291355,1,0
3294,6000 — CHARLEROI,Apartment,None,95000.0,59.0,1,0,0,0.0,None,None,None,None,0.0,2,20146241,1,0
3295,8370 — Blankenberge,Apartment,None,115000.0,50.0,0,1,0,0.0,None,None,None,None,0.0,2,20043810,no,0
3296,8780 — OOSTROZEBEKE,Apartment,None,115000.0,88.0,0,0,0,0.0,None,None,None,2.0,0.0,3,20223118,no,0
3297,8434 — Westende,Apartment,None,122000.0,25.0,0,1,0,0.0,None,None,None,None,0.0,3,20214529,no,0
3298,8370 — Blankenberge,Apartment,None,145000.0,81.0,0,1,0,0.0,None,None,None,None,0.0,1,20021357,no,0
3299,5000 — NAMUR,Apartment,None,165000.0,57.0,1,0,0,0.0,None,None,None,3.0,0.0,3,20209847,no,0
3300,2170 — Antwerpen,Apartment,None,169000.0,72.0,1,0,0,0.0,None,None,None,2.0,1.0,3,20092707,no,0
3301,4500 — HUY,Apartment,None,169000.0,84.0,1,0,0,4.0,None,None,None,3.0,0.0,3,11456899,1,0
3302,8370 — Blankenberge,Apartment,None,169000.0,90.0,0,1,0,0.0,None,None,None,None,0.0,3,11106491,no,0
3303,6220 — FLEURUS,Apartment,None,175000.0,75.0,1,0,0,0.0,None,None,None,None,0.0,4,11453960,no,0
3304,9200 — SINT-GILLIS-DENDERMONDE,Apartment,None,189000.0,142.0,0,0,0,0.0,None,None,None,None,0.0,none,20081264,1,0
3305,9880 — Aalter,Apartment,None,190000.0,84.0,0,0,0,0.0,None,None,None,None,0.0,3,20139526,no,0
3306,2140 — Borgerhout,Apartment,None,197000.0,93.0,0,0,0,14.0,None,None,None,None,0.0,none,20235391,no,0
3307,8790 — WAREGEM,Apartment,None,198000.0,90.0,0,0,0,0.0,None,None,None,3.0,0.0,3,11165484,no,0
3308,7331 — BAUDOUR,Apartment,None,199000.0,71.0,1,0,0,0.0,None,None,None,None,0.0,none,20159955,no,0
3309,1080 — Molenbeek-Saint-Jean,Apartment,None,209000.0,86.0,1,1,0,0.0,None,None,None,2.0,1.0,3,20055200,1,0
3310,8430 — Middelkerke,Apartment,None,209000.0,45.0,0,0,0,0.0,None,None,None,None,0.0,none,20160118,no,0
3311,8620 — Nieuwpoort,Apartment,None,210000.0,64.0,0,0,0,0.0,None,None,None,None,0.0,3,11326348,no,0
3312,1000 — Brussel,Apartment,None,215000.0,54.0,0,1,0,0.0,None,None,None,None,0.0,3,20217483,no,0
3313,2140 — ANTWERPEN,Apartment,None,219000.0,100.0,0,0,0,9.0,None,None,None,2.0,0.0,3,20212683,no,0
3314,4020 — LIÈGE,Apartment,None,219000.0,94.0,0,0,0,0.0,None,None,None,None,0.0,3,20014828,no,0
3315,8434 — Westende,Apartment,None,219000.0,50.0,0,1,0,0.0,None,None,None,None,0.0,3,20224982,no,0
3316,7000 — Mons,Apartment,None,220000.0,124.0,1,0,0,0.0,None,None,None,None,1.0,3,20204543,no,0
3317,8400 — Oostende,Apartment,None,220000.0,79.0,0,1,0,0.0,None,None,None,None,0.0,none,20109313,no,0
3318,8430 — Middelkerke,Apartment,None,225000.0,50.0,0,1,0,0.0,None,None,None,None,0.0,none,11331339,no,0
3319,8301 — Heist-aan-Zee,Apartment,None,239000.0,51.0,1,1,0,0.0,None,None,None,None,0.0,none,11351111,no,0
3320,9051 — SINT-DENIJS-WESTREM,Apartment,None,240000.0,None,1,0,0,0.0,None,None,None,2.0,0.0,3,10721573,no,0
3321,2150 — Borsbeek,Apartment,None,243000.0,80.0,1,0,0,7.0,None,None,None,2.0,1.0,5,20193906,1,0
3322,9120 — Beveren,Apartment,None,249000.0,65.0,1,1,0,2.0,None,None,None,2.0,1.0,5,20048692,1,0
3323,9160 — LOKEREN,Apartment,None,249000.0,None,1,0,0,3.0,None,None,None,2.0,0.0,3,20251456,no,0
3324,2100 — DEURNE,Apartment,None,249500.0,106.0,1,0,0,0.0,None,None,None,2.0,0.0,5,20251232,no,0
3325,1080 — MOLENBEEK-SAINT-JEAN,Apartment,None,250000.0,70.0,0,0,0,0.0,None,None,None,2.0,0.0,3,20234124,no,0
3326,1050 — Elsene,Apartment,None,255000.0,67.0,1,1,0,0.0,None,None,None,2.0,1.0,5,11442351,1,0
3327,8434 — Westende,Apartment,None,259000.0,76.0,0,1,0,0.0,None,None,None,None,0.0,4,20239995,no,0
3328,1050 — Ixelles,Apartment,None,265000.0,70.0,1,1,0,3.0,None,None,None,2.0,1.0,1,20008306,1,0
3329,6791 — ATHUS,Apartment,None,265000.0,150.0,1,0,0,0.0,None,None,None,None,0.0,4,11425250,no,0
3330,6792 — HALANZY,Apartment,None,270000.0,95.0,1,0,0,60.0,None,None,None,None,0.0,3,11484491,no,0
3331,8620 — Nieuwpoort,Apartment,None,279000.0,102.0,1,0,0,0.0,None,None,None,None,0.0,none,10926739,1,0
3332,1830 — Machelen (1830),Apartment,None,285000.0,80.0,1,1,0,0.0,None,None,None,None,0.0,3,20207097,1,0
3333,1180 — Uccle,Apartment,None,290000.0,None,1,1,0,3.0,None,None,None,2.0,1.0,3,11128760,1,0
3334,1140 — Evere,Apartment,None,295000.0,68.0,1,1,0,18.0,None,None,None,2.0,1.0,5,20067082,1,0
3335,9032 — Wondelgem,Apartment,None,295000.0,99.0,1,0,0,4.0,None,None,None,None,0.0,none,11248015,no,0
3336,8434 — Westende,Apartment,None,298000.0,77.0,0,1,0,0.0,None,None,None,None,0.0,4,20213636,no,0
3337,6700 — ARLON,Apartment,None,299000.0,125.0,1,0,0,0.0,None,None,None,4.0,0.0,3,11088111,1,0
3338,1000 — Bruxelles,Apartment,None,315000.0,97.0,1,0,0,0.0,None,None,None,2.0,1.0,5,11287727,no,0
3339,1070 — Anderlecht,Apartment,None,325000.0,94.0,1,1,0,15.0,None,None,None,2.0,1.0,5,20054050,1,0
3340,8430 — MIDDELKERKE,Apartment,None,325000.0,76.0,1,0,0,0.0,None,None,None,2.0,0.0,2,20187675,1,0
3341,9991 — Adegem,Apartment,None,325000.0,115.0,0,1,0,21.0,None,None,None,None,0.0,3,20242892,1,0
3342,2640 — MORTSEL,Apartment,None,332800.0,95.0,0,0,0,13.0,None,None,None,3.0,0.0,3,20187087,no,0
3343,8370 — Blankenberge,Apartment,None,339000.0,116.0,0,0,0,18.0,None,None,None,None,0.0,3,11227913,no,0
3344,9000 — Gent,Apartment,None,339000.0,63.0,0,0,0,0.0,None,None,None,2.0,0.0,3,20229799,no,0
3345,1000 — Brussel,Apartment,None,340000.0,74.0,1,1,0,0.0,None,None,None,2.0,0.0,4,11428744,no,0
3346,1000 — Brussel,Apartment,None,340000.0,60.0,1,1,0,15.0,None,None,None,2.0,0.0,4,11428733,no,0
3347,8430 — MIDDELKERKE,Apartment,None,340000.0,70.0,1,1,0,0.0,None,None,None,2.0,0.0,3,11383652,no,0
3348,1000 — Bruxelles,Apartment,None,345000.0,67.0,1,1,0,6.0,None,None,None,2.0,1.0,5,20159008,1,0
3349,1140 — Evere,Apartment,None,349000.0,116.0,1,1,0,7.0,None,None,None,2.0,1.0,5,11310223,1,0
3350,1150 — Woluwe-Saint-Pierre,Apartment,None,349000.0,115.0,1,1,0,9.0,None,None,None,2.0,1.0,1,11430518,1,0
3351,1150 — Woluwe-Saint-Pierre,Apartment,None,350000.0,90.0,1,1,0,12.0,None,None,None,None,1.0,5,20016594,1,0
3352,8430 — MIDDELKERKE,Apartment,None,350000.0,73.0,1,1,0,0.0,None,None,None,None,0.0,3,10956233,no,0
3353,8434 — Westende,Apartment,None,355000.0,93.0,1,0,0,0.0,None,None,None,None,0.0,none,20207490,no,0
3354,8301 — Heist-aan-Zee,Apartment,None,365000.0,89.0,0,1,0,0.0,None,None,None,None,0.0,none,20235388,no,0
3355,8430 — MIDDELKERKE,Apartment,None,365000.0,58.0,1,1,0,0.0,None,None,None,2.0,0.0,3,10265894,no,0
3356,1970 — Wezembeek-Oppem,Apartment,None,370000.0,95.0,1,1,0,13.0,None,None,None,3.0,1.0,3,20056418,1,0
3357,1000 — BRUXELLES,Apartment,None,375000.0,82.0,1,1,0,15.0,None,None,None,2.0,1.0,3,20192628,1,0
3358,1000 — Brussel,Apartment,None,375000.0,74.0,1,1,0,0.0,None,None,None,2.0,0.0,4,11228249,no,0
3359,1200 — Woluwe-Saint-Lambert,Apartment,None,375000.0,121.0,1,1,0,12.0,None,None,None,2.0,1.0,3,11416274,1,0
3360,8370 — Blankenberge,Apartment,None,385000.0,81.0,1,1,0,0.0,None,None,None,None,0.0,5,11158603,no,0
3361,8300 — Knokke,Apartment,None,395000.0,59.0,0,1,0,0.0,None,None,None,None,0.0,2,10467228,no,0
3362,1070 — Anderlecht,Apartment,None,410000.0,163.0,1,1,0,0.0,None,None,None,2.0,1.0,3,20163319,no,0
3363,8370 — Blankenberge,Apartment,None,422500.0,91.0,1,1,0,0.0,None,None,None,None,0.0,5,10952156,no,0
3364,1000 — Bruxelles,Apartment,None,430000.0,145.0,1,0,0,3.0,None,None,None,2.0,1.0,5,20182201,no,0
3365,1190 — Forest,Apartment,None,445000.0,143.0,1,1,0,0.0,None,None,None,2.0,1.0,3,11138232,no,0
3366,8300 — Knokke-Heist,Apartment,None,495000.0,66.0,0,0,0,0.0,None,None,None,None,0.0,3,20021410,1,0
3367,9600 — Ronse,Apartment,None,495000.0,90.0,0,1,0,86.0,None,None,None,4.0,0.0,none,11040226,no,0
3368,9600 — Ronse,Apartment,None,495000.0,90.0,0,1,0,86.0,None,None,None,2.0,0.0,none,11320863,no,0
3369,8300 — KNOKKE,Apartment,None,545000.0,81.0,1,0,0,0.0,None,None,None,2.0,0.0,none,20168902,no,0
3370,1060 — Saint-Gilles,Apartment,None,550000.0,130.0,1,0,0,0.0,None,None,None,None,1.0,3,10672155,no,0
