,Locality,Type of property,Subtype of property,Price,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of the land,Surface area of the plot of land,Number of facades,State of the building,Code Immoweb,Type of Sale,Tenement building
2109,9880 — Aalter,Apartment,None,155000.0,90.0,0,0,0,0.0,None,None,None,None,0.0,2,20296170,no,0
2110,8660 — De Panne,Apartment,None,215000.0,57.0,0,0,0,6.0,None,None,None,None,0.0,3,20297535,no,0
2111,9820 — Merelbeke,Apartment,None,249000.0,105.0,1,1,0,0.0,None,None,None,None,0.0,1,20253523,no,0
2112,1210 — Saint-Josse-ten-Noode,Apartment,None,360000.0,130.0,1,1,0,0.0,None,None,None,None,1.0,3,20243126,1,0
2113,2221 — Booischot,Apartment,None,415000.0,133.0,0,0,0,0.0,None,None,None,None,0.0,3,20255709,no,0
2114,5580 — ROCHEFORT,Apartment,None,170000.0,92.0,1,0,0,0.0,2.0,2.0,None,2.0,0.0,none,20313461,no,0
2115,1170 — Watermael-Boitsfort,Apartment,None,300000.0,85.0,0,1,0,0.0,None,None,None,4.0,0.0,1,20312618,no,0
2116,1050 — Ixelles,Apartment,None,1570000.0,297.0,0,1,1,300.0,None,None,None,4.0,1.0,5,20313961,no,0
2117,1081 — KOEKELBERG,Apartment,None,315000.0,95.0,1,0,0,0.0,None,None,None,2.0,0.0,1,20274462,no,0
2118,2020 — Antwerpen,Apartment,None,317900.0,80.0,1,1,0,0.0,35.0,35.0,None,2.0,1.0,5,20233148,1,0
2119,9000 — Gent,Apartment,None,649000.0,124.0,0,1,0,13.0,None,None,None,None,0.0,none,20272722,no,0
2120,1370 — JODOIGNE,Apartment,None,125000.0,60.0,1,0,0,15.0,None,None,None,2.0,0.0,3,20307314,no,0
2121,6220 — FLEURUS,Apartment,None,155000.0,58.0,1,0,0,0.0,None,None,None,3.0,0.0,none,20305997,1,0
2122,9032 — WONDELGEM,Apartment,None,209000.0,90.0,1,0,0,0.0,None,None,None,2.0,0.0,2,20308480,1,0
2123,9473 — Denderleeuw Welle,Apartment,None,209000.0,88.0,1,0,0,0.0,None,None,None,2.0,0.0,3,20304653,no,0
2124,9800 — DEINZE,Apartment,None,217500.0,90.0,1,0,0,0.0,None,None,None,2.0,0.0,3,20308487,no,0
2125,8300 — Knokke-Heist,Apartment,None,349500.0,46.0,1,1,0,0.0,None,None,None,2.0,0.0,3,20304036,no,0
2126,4500 — HUY,Apartment,None,99000.0,75.0,0,1,0,0.0,None,None,None,2.0,0.0,none,20052637,1,0
2127,8434 — Westende,Apartment,None,130000.0,52.0,0,1,0,0.0,None,None,None,None,0.0,2,20103329,no,0
2128,8370 — Blankenberge,Apartment,None,135000.0,67.0,0,1,0,1.0,None,None,None,None,0.0,2,10505988,no,0
2129,4500 — HUY,Apartment,None,149000.0,81.0,1,0,0,0.0,None,None,None,4.0,0.0,3,20074135,1,0
2130,1070 — ANDERLECHT,Apartment,None,154000.0,46.0,1,0,0,2.0,None,None,None,2.0,0.0,3,20206271,1,0
2131,8800 — Roeselare,Apartment,None,159000.0,123.0,1,0,0,0.0,None,None,None,None,0.0,1,20172659,no,0
2132,2660 — HOBOKEN,Apartment,None,175000.0,70.0,1,0,0,0.0,150.0,150.0,None,3.0,0.0,1,10002586,no,0
2133,1080 — MOLENBEEK-SAINT-JEAN,Apartment,None,180000.0,68.0,1,0,0,15.0,None,None,None,2.0,0.0,none,20153236,1,0
2134,1400 — NIVELLES,Apartment,None,190000.0,80.0,1,0,0,6.0,None,None,None,4.0,0.0,5,20094526,1,0
2135,1070 — Anderlecht,Apartment,None,199000.0,55.0,1,1,0,15.0,40.0,40.0,None,2.0,1.0,4,11313047,1,0
2136,7330 — SAINT-GHISLAIN,Apartment,None,199000.0,75.0,1,0,0,4.0,None,None,None,3.0,0.0,3,11387350,no,0
2137,1080 — MOLENBEEK-SAINT-JEAN,Apartment,None,215000.0,75.0,1,0,0,0.0,None,None,None,2.0,0.0,1,20227277,1,0
2138,4041 — Herstal,Apartment,None,215000.0,60.0,1,1,0,12.0,855.0,855.0,None,None,0.0,5,20189629,no,0
2139,5000 — Namur,Apartment,None,215000.0,57.0,1,0,0,6.0,None,None,None,2.0,0.0,5,20209843,1,0
2140,1600 — SINT-PIETERS-LEEUW,Apartment,None,219000.0,65.0,1,0,0,7.0,None,None,None,2.0,0.0,3,20251548,1,0
2141,1500 — Halle (1500),Apartment,None,225000.0,89.0,1,0,0,0.0,None,None,None,None,0.0,3,20247801,1,0
2142,8660 — De Panne,Apartment,None,225000.0,78.0,0,1,0,0.0,None,None,None,None,0.0,2,11024115,no,0
2143,2830 — WILLEBROEK,Apartment,None,228000.0,75.0,1,0,0,3.0,None,None,None,None,0.0,4,20186738,no,0
2144,1070 — Anderlecht,Apartment,None,229000.0,87.0,1,1,0,15.0,None,None,None,2.0,1.0,4,20116288,1,0
2145,1050 — IXELLES,Apartment,None,230000.0,56.0,0,0,0,6.0,None,None,None,None,0.0,2,20202518,no,0
2146,3200 — AARSCHOT,Apartment,None,230000.0,53.0,1,0,0,0.0,None,None,None,None,0.0,3,20194055,no,0
2147,2060 — ANTWERPEN,Apartment,None,231000.0,66.0,1,0,0,0.0,None,None,None,2.0,0.0,4,20221425,no,0
2148,8560 — Wevelgem,Apartment,None,235000.0,75.0,0,1,0,9.0,None,None,None,None,0.0,3,20242751,no,0
2149,8560 — Wevelgem,Apartment,None,235000.0,75.0,0,1,0,9.0,None,None,None,None,0.0,3,20242746,no,0
2150,8420 — De Haan,Apartment,None,239000.0,71.0,1,1,0,0.0,None,None,None,None,0.0,3,20191510,no,0
2151,8560 — Wevelgem,Apartment,None,239000.0,75.0,0,1,0,9.0,None,None,None,None,0.0,3,20242748,no,0
2152,8560 — Wevelgem,Apartment,None,239000.0,75.0,0,1,0,9.0,None,None,None,None,0.0,3,20242747,no,0
2153,8980 — GENT,Apartment,None,245000.0,45.0,0,0,0,8.0,None,None,None,None,0.0,1,20156963,no,0
2154,8420 — De Haan,Apartment,None,248000.0,59.0,1,1,0,0.0,None,None,None,None,0.0,4,20059260,no,0
2155,1030 — Schaerbeek,Apartment,None,249000.0,83.0,1,0,0,0.0,35.0,35.0,None,2.0,0.0,4,20229627,1,0
2156,7330 — SAINT-GHISLAIN,Apartment,None,249000.0,100.0,1,0,0,5.0,None,None,None,3.0,0.0,3,11362609,no,0
2157,8670 — Koksijde,Apartment,None,249000.0,60.0,0,1,0,0.0,None,None,None,None,0.0,4,20075992,no,0
2158,8800 — Roeselare,Apartment,None,254900.0,118.0,0,1,0,0.0,None,None,None,None,0.0,3,11362878,no,0
2159,8560 — Wevelgem,Apartment,None,255000.0,79.0,0,1,0,9.0,None,None,None,None,0.0,3,20242749,no,0
2160,9700 — Oudenaarde,Apartment,None,259000.0,118.0,0,1,0,9.0,None,None,None,2.0,0.0,3,11105773,no,0
2161,8380 — Zeebrugge,Apartment,None,269000.0,77.0,1,1,0,0.0,None,None,None,2.0,0.0,3,20133198,no,0
2162,9700 — Oudenaarde,Apartment,None,269000.0,66.0,0,1,0,9.0,None,None,None,4.0,0.0,3,11032761,no,0
2163,9700 — Oudenaarde,Apartment,None,269000.0,66.0,0,1,0,9.0,None,None,None,4.0,0.0,3,10715623,no,0
2164,4460 — GRÂCE-HOLLOGNE,Apartment,None,275000.0,173.0,1,0,0,10.0,None,None,None,4.0,0.0,4,20235140,no,0
2165,9450 — Haaltert,Apartment,None,275000.0,108.0,0,0,0,0.0,None,None,None,None,0.0,3,20153987,no,0
2166,8420 — De Haan,Apartment,None,279000.0,90.0,1,1,0,0.0,None,None,None,None,0.0,1,20214640,no,0
2167,1050 — Ixelles,Apartment,None,290000.0,70.0,1,1,0,9.0,None,None,None,2.0,1.0,2,20004254,1,0
2168,9000 — Gent,Apartment,None,290000.0,78.0,1,1,0,0.0,None,None,None,None,0.0,3,10762128,no,0
2169,2830 — Willebroek,Apartment,None,299000.0,109.0,1,0,0,8.0,None,None,None,None,0.0,4,20218085,1,0
2170,8380 — Zeebrugge,Apartment,None,299000.0,89.0,0,0,0,0.0,None,None,None,None,0.0,3,20242800,no,0
2171,9800 — Deinze,Apartment,None,305000.0,90.0,0,0,0,0.0,None,None,None,None,0.0,3,11480891,no,0
2172,6700 — ARLON,Apartment,None,310000.0,85.0,1,0,0,21.0,None,None,None,2.0,0.0,3,11078613,no,0
2173,2150 — Borsbeek,Apartment,None,319000.0,102.0,0,0,0,0.0,None,None,None,None,0.0,4,20201608,no,0
2174,2890 — OPPUURS,Apartment,None,319000.0,95.0,1,0,0,17.0,70.0,70.0,None,2.0,0.0,none,11417282,no,0
2175,1000 — Bruxelles,Apartment,None,330000.0,92.0,0,1,0,0.0,None,None,None,None,1.0,5,20251702,no,0
2176,2830 — Willebroek,Apartment,None,339000.0,91.0,0,0,0,18.0,17.0,17.0,None,None,0.0,none,20046857,no,0
2177,1030 — Schaerbeek,Apartment,None,340000.0,123.0,0,0,0,2.0,None,None,None,2.0,0.0,none,20251504,no,0
2178,2600 — BERCHEM,Apartment,None,345000.0,110.0,1,0,0,5.0,None,None,None,None,0.0,4,20227280,no,0
2179,2600 — BERCHEM,Apartment,None,None,125.0,1,0,0,20.0,None,None,None,None,0.0,4,20243438,no,0
2180,1340 — OTTIGNIES,Apartment,None,370000.0,116.0,1,0,0,9.0,None,None,None,None,0.0,none,11436258,1,0
2181,9400 — Ninove,Apartment,None,379000.0,199.0,0,0,0,0.0,None,None,None,None,0.0,3,20146269,no,0
2182,8420 — De Haan,Apartment,None,384000.0,76.0,0,1,0,0.0,None,None,None,None,0.0,1,20130395,no,0
2183,9050 — Ledeberg,Apartment,None,385000.0,109.0,0,0,0,0.0,None,None,None,None,0.0,3,20127353,no,0
2184,6700 — ARLON,Apartment,None,395000.0,104.0,1,0,0,15.0,None,None,None,None,0.0,3,20139547,1,0
2185,1348 — OTTIGNIES-LOUVAIN-LA-NEUVE,Apartment,None,405000.0,98.0,1,0,0,15.0,None,None,None,None,0.0,5,20064802,no,0
2186,2610 — WILRIJK,Apartment,None,405000.0,128.0,1,0,0,5.0,None,None,None,2.0,0.0,4,20225809,1,0
2187,8430 — MIDDELKERKE,Apartment,None,410000.0,85.0,1,0,0,0.0,None,None,None,None,0.0,3,20040952,no,0
2188,2610 — WILRIJK,Apartment,None,425000.0,128.0,1,0,0,5.0,None,None,None,2.0,0.0,4,20229492,1,0
2189,9070 — HEUSDEN,Apartment,None,425000.0,168.0,1,0,0,0.0,None,None,None,2.0,0.0,3,11117954,1,0
2190,9991 — Adegem,Apartment,None,425000.0,124.0,0,1,0,0.0,None,None,None,None,0.0,5,20149431,no,0
2191,9070 — HEUSDEN,Apartment,None,435000.0,168.0,1,0,0,0.0,None,None,None,2.0,0.0,3,11117952,1,0
2192,3120 — Tremelo,Apartment,None,436000.0,162.0,0,0,0,0.0,None,None,None,None,0.0,3,20232511,no,0
2193,8300 — Knokke-Heist,Apartment,None,449000.0,74.0,0,1,0,0.0,None,None,None,None,0.0,3,20206956,no,0
2194,2000 — ANTWERPEN,Apartment,None,475000.0,101.0,0,0,0,12.0,None,None,None,None,0.0,3,20142333,1,0
2195,8300 — Knokke,Apartment,None,495000.0,57.0,1,1,0,0.0,None,None,None,2.0,0.0,3,20176637,no,0
2196,8300 — Knokke,Apartment,None,495000.0,60.0,1,0,0,0.0,None,None,None,None,0.0,5,11334524,no,0
2197,8300 — Knokke,Apartment,None,499000.0,67.0,0,0,0,0.0,None,None,None,None,0.0,3,10738318,no,0
2198,9050 — Ledeberg,Apartment,None,499000.0,116.0,0,1,0,0.0,None,None,None,3.0,0.0,3,20226425,no,0
2199,1040 — ETTERBEEK,Apartment,None,515000.0,186.0,1,0,1,12.0,None,None,None,None,0.0,3,20105926,no,0
2200,1150 — WOLUWE-SAINT-PIERRE,Apartment,None,525000.0,130.0,1,0,0,6.0,None,None,None,2.0,0.0,4,20192409,no,0
2201,1190 — Forest,Apartment,None,549000.0,165.0,1,0,0,7.0,None,None,None,2.0,1.0,3,11031966,no,0
2202,8620 — Nieuwpoort,Apartment,None,499000.0,76.0,1,1,0,0.0,None,None,None,None,0.0,5,11125329,no,0
2203,1050 — ELSENE,Apartment,None,595000.0,121.0,1,0,0,0.0,None,None,None,2.0,0.0,3,20222228,no,0
2204,1050 — ELSENE,Apartment,None,595000.0,116.0,1,0,0,0.0,None,None,None,2.0,0.0,3,20222227,no,0
2205,8300 — Knokke-Heist,Apartment,None,595000.0,79.0,0,0,0,0.0,None,None,None,None,0.0,3,10763932,1,0
2206,2440 — Geel,Apartment,None,599000.0,260.0,0,0,0,0.0,None,None,None,None,0.0,5,20034153,no,0
2207,8300 — Knokke-Heist,Apartment,None,685000.0,70.0,0,1,0,0.0,None,None,None,None,0.0,4,20204252,no,0
2208,8300 — Knokke-Zoute,Apartment,None,740000.0,72.0,1,1,0,0.0,None,None,None,2.0,0.0,5,20223630,no,0
2209,8300 — Knokke-Heist,Apartment,None,770000.0,106.0,1,1,0,0.0,None,None,None,2.0,0.0,3,20224775,no,0
2210,8300 — Knokke,Apartment,None,795000.0,83.0,0,0,0,0.0,None,None,None,None,0.0,2,20082089,no,0
2211,8301 — Duinbergen,Apartment,None,795000.0,131.0,0,1,0,0.0,None,None,None,None,0.0,2,11331457,no,0
2212,8300 — Knokke-Heist,Apartment,None,845000.0,82.0,0,0,0,0.0,None,None,None,None,0.0,4,11489123,no,0
2213,8300 — Knokke-Heist,Apartment,None,895000.0,240.0,0,1,0,0.0,None,None,None,None,0.0,4,11465287,no,0
2214,8300 — Knokke-Heist,Apartment,None,975000.0,110.0,1,1,0,0.0,None,None,None,3.0,0.0,3,20196255,no,0
2215,8300 — Knokke,Apartment,None,975000.0,110.0,0,0,0,0.0,None,None,None,None,0.0,4,20065846,no,0
2216,8300 — Knokke-Heist,Apartment,None,985000.0,70.0,0,0,0,0.0,None,None,None,None,0.0,4,11046991,no,0
2217,8300 — Knokke,Apartment,None,985000.0,68.0,1,1,0,0.0,None,None,None,2.0,0.0,4,11484997,no,0
2218,8300 — Knokke-Heist,Apartment,None,1015000.0,110.0,0,1,0,0.0,None,None,None,None,0.0,4,11202029,no,0
2219,8300 — Knokke-Zoute,Apartment,None,1175000.0,81.0,0,0,0,0.0,None,None,None,None,0.0,5,11134916,no,0
2220,8300 — Knokke-Heist,Apartment,None,1195000.0,120.0,0,1,0,0.0,None,None,None,None,0.0,5,20221029,no,0
2221,8300 — Knokke,Apartment,None,1198000.0,99.0,0,0,0,0.0,None,None,None,None,0.0,3,11246215,no,0
2222,8300 — Knokke,Apartment,None,1250000.0,75.0,1,0,0,0.0,None,None,None,2.0,0.0,4,11484998,no,0
2223,8300 — Knokke-Heist,Apartment,None,1250000.0,115.0,0,0,0,0.0,None,None,None,None,0.0,4,11037050,no,0
2224,8300 — Knokke,Apartment,None,1275000.0,156.0,0,0,0,0.0,None,None,None,None,0.0,3,10913529,no,0
2225,8300 — Knokke,Apartment,None,1375000.0,84.0,0,0,0,0.0,None,None,None,None,0.0,4,11424343,no,0
2226,8420 — De Haan,Apartment,None,1380000.0,132.0,1,1,0,0.0,None,None,None,None,0.0,5,20235946,no,0
2227,8300 — Knokke-Zoute,Apartment,None,1395000.0,77.0,0,0,0,0.0,None,None,None,None,0.0,1,20098162,no,0
2228,8400 — Oostende,Apartment,None,1450000.0,186.0,1,0,0,0.0,None,None,None,None,0.0,3,20109294,no,0
2229,1180 — Uccle,Apartment,None,1455000.0,279.0,1,0,0,0.0,None,None,None,3.0,1.0,5,20079216,no,0
2230,8400 — Oostende,Apartment,None,1550000.0,178.0,0,0,0,0.0,None,None,None,None,0.0,5,20041634,no,0
2231,8300 — Knokke,Apartment,None,1875000.0,95.0,0,0,0,0.0,None,None,None,None,0.0,5,20225085,no,0
2232,8620 — Nieuwpoort,Apartment,None,2700000.0,293.0,0,0,0,0.0,None,None,None,None,0.0,3,11347147,no,0
2233,8300 — Knokke-Zoute,Apartment,None,2975000.0,125.0,0,0,0,37.0,None,None,None,None,1.0,5,20024156,no,0
2234,8300 — Knokke-Heist,Apartment,None,2995000.0,158.0,0,0,0,0.0,None,None,None,None,0.0,5,20043845,no,0
2235,8300 — Knokke-Zoute,Apartment,None,4200000.0,246.0,1,1,0,0.0,None,None,None,3.0,0.0,3,20206772,no,0
2236,8300 — Knokke-Zoute,Apartment,None,4200000.0,254.0,0,1,0,0.0,None,None,None,None,0.0,3,11329638,no,0
2237,9000 — Gent,Apartment,None,309000.0,57.0,1,0,0,5.0,None,None,None,None,0.0,3,20267057,no,0
2238,1030 — Schaerbeek,Apartment,None,210000.0,84.0,1,1,0,0.0,None,None,None,2.0,1.0,2,20272028,1,0
2239,2018 — Antwerpen (2018),Apartment,None,239000.0,80.0,0,0,0,0.0,None,None,None,None,0.0,none,20282568,no,0
2240,4620 — Fléron,Apartment,None,219000.0,100.0,1,1,0,25.0,21.0,21.0,None,3.0,1.0,3,20294954,no,0
2241,9000 — Gent,Apartment,None,1450000.0,300.0,0,0,0,0.0,6.0,6.0,None,None,0.0,3,20310194,no,0
2242,2890 — SINT-AMANDS,Apartment,None,329000.0,94.0,1,0,0,10.0,None,None,None,2.0,0.0,none,20264387,no,0
2243,6940 — Durbuy,Apartment,None,135000.0,96.0,1,1,0,0.0,None,None,None,None,0.0,3,20242237,no,0
2244,1000 — Brussels,Apartment,None,235000.0,55.0,1,0,0,0.0,None,None,None,None,1.0,3,20310282,no,0
2245,9040 — Sint-Amandsberg,Apartment,None,325000.0,126.0,0,0,0,0.0,None,None,None,None,0.0,5,20287630,no,0
2246,4500 — HUY,Apartment,None,100000.0,91.0,1,1,0,0.0,None,None,None,2.0,0.0,1,20303485,no,0
2247,9800 — DEINZE,Apartment,None,335000.0,82.0,1,0,0,0.0,None,None,None,2.0,0.0,5,20305420,no,0
2248,2000 — Antwerpen,Apartment,None,395000.0,95.0,0,1,0,0.0,None,None,None,2.0,1.0,5,20301879,no,0
2249,2000 — Antwerpen,Apartment,None,775000.0,121.0,0,0,0,30.0,None,None,None,None,0.0,3,20302400,no,0
2250,6900 — Marche-en-Famenne,Apartment,None,215000.0,89.0,1,1,0,0.0,None,None,None,2.0,1.0,3,20159187,1,0
2251,8790 — Waregem,Apartment,None,249000.0,136.0,1,0,0,35.0,None,None,None,None,0.0,3,20261130,no,0
2252,1470 — Genappe,Apartment,None,275000.0,102.0,1,1,0,8.0,None,None,None,2.0,1.0,5,20189518,no,0
2253,8400 — Oostende,Apartment,None,315000.0,82.0,0,1,0,1.0,None,None,None,None,0.0,none,20258471,no,0
2254,9500 — Geraardsbergen,Apartment,None,499000.0,526.0,0,1,0,125.0,None,None,None,2.0,0.0,none,20316412,no,0
2255,6800 — Libramont-Chevigny,Apartment,None,209000.0,78.0,1,1,0,5.0,None,None,None,3.0,1.0,3,20220030,no,0
2256,8400 — Oostende,Apartment,None,250000.0,None,0,1,0,7.0,None,None,None,None,0.0,4,20275362,no,0
2257,8400 — Oostende,Apartment,None,255000.0,None,0,1,0,7.0,None,None,None,None,0.0,4,20275360,no,0
2258,2600 — Antwerpen,Apartment,None,379000.0,99.0,1,0,0,5.0,None,None,None,None,1.0,5,20302849,no,0
2259,1200 — Woluwe-Saint-Lambert,Apartment,None,495000.0,95.0,1,1,0,24.0,None,None,None,None,1.0,5,20115924,1,0
2260,1083 — Ganshoren,Apartment,None,175000.0,67.0,1,1,0,0.0,None,None,None,2.0,1.0,3,20292977,no,0
2261,9032 — Wondelgem,Apartment,None,279000.0,100.0,0,0,0,5.0,None,None,None,None,0.0,3,20309507,no,0
2262,1030 — SCHAERBEEK,Apartment,None,350000.0,104.0,1,0,0,8.0,None,None,None,2.0,0.0,3,20253000,1,0
2263,8300 — Knokke-Heist,Apartment,None,775000.0,86.0,0,0,0,0.0,None,None,None,None,0.0,3,20309486,no,0
2264,8620 — NIEUWPOORT,Apartment,None,220000.0,42.0,1,1,0,0.0,None,None,None,2.0,0.0,2,20164800,no,0
2265,9700 — EINE,Apartment,None,259000.0,87.0,1,0,0,0.0,None,None,None,None,0.0,3,20271549,no,0
2266,3550 — Zolder,Apartment,None,265000.0,92.0,0,1,0,0.0,None,None,None,None,0.0,3,20269808,no,0
2267,1000 — Brussels,Apartment,None,450000.0,125.0,1,1,0,9.0,None,None,None,3.0,1.0,3,20195746,no,0
2268,8300 — Knokke-Zoute,Apartment,None,799000.0,66.0,1,0,0,0.0,None,None,None,None,0.0,4,20269433,no,0
2269,1000 — Brussel,Apartment,None,175000.0,20.0,0,1,0,0.0,None,None,None,None,0.0,3,20255183,no,0
2270,4000 — Liège,Apartment,None,187000.0,78.0,1,0,0,0.0,None,None,None,2.0,1.0,3,20276213,no,0
2271,2100 — Deurne,Apartment,None,189000.0,93.0,1,0,0,5.0,None,None,None,None,1.0,1,20274144,no,0
2272,1030 — Schaerbeek,Apartment,None,199000.0,55.0,1,1,0,0.0,None,None,None,2.0,0.0,5,20280668,1,0
2273,1050 — Ixelles,Apartment,None,199000.0,51.0,1,1,0,0.0,None,None,None,2.0,0.0,3,20283301,no,0
2274,5537 — Anhée,Apartment,None,199000.0,89.0,0,1,0,0.0,None,None,None,None,0.0,4,20225460,1,0
2275,4520 — Wanze,Apartment,None,200000.0,80.0,1,1,0,4.0,None,None,None,None,1.0,3,20276001,1,0
2276,1120 — Bruxelles,Apartment,None,207000.0,75.0,1,1,0,0.0,None,None,None,2.0,0.0,3,20245238,no,0
2277,1150 — Woluwe-Saint-Pierre,Apartment,None,215000.0,78.0,0,1,0,13.0,None,None,None,2.0,0.0,2,20192930,1,0
2278,4432 — alleur,Apartment,None,219000.0,98.0,0,1,0,6.0,None,None,None,3.0,0.0,none,20227250,1,0
2279,1020 — Laeken,Apartment,None,220000.0,74.0,1,0,0,0.0,None,None,None,2.0,1.0,5,20265314,no,0
2280,1050 — Ixelles,Apartment,None,220000.0,80.0,1,1,0,0.0,None,None,None,2.0,0.0,3,20283300,no,0
2281,1070 — Anderlecht,Apartment,None,220000.0,75.0,1,0,0,3.0,None,None,None,2.0,1.0,3,20186086,1,0
2282,1070 — Anderlecht,Apartment,None,225000.0,78.0,1,1,0,0.0,None,None,None,4.0,1.0,3,20194883,no,0
2283,1120 — Bruxelles,Apartment,None,232000.0,75.0,1,1,0,0.0,None,None,None,2.0,0.0,3,20200041,no,0
2284,1120 — Bruxelles,Apartment,None,235000.0,75.0,1,1,0,4.0,None,None,None,2.0,1.0,3,20268812,no,0
2285,1500 — Halle,Apartment,None,245000.0,84.0,1,1,0,0.0,None,None,None,None,1.0,3,20200504,no,0
2286,1200 — Woluwe-Saint-Lambert,Apartment,None,249000.0,70.0,1,1,0,5.0,None,None,None,2.0,1.0,3,20166072,1,0
2287,2020 — Antwerpen,Apartment,None,275000.0,91.0,0,0,0,2.0,None,None,None,None,0.0,5,20286374,no,0
2288,1500 — Halle,Apartment,None,287500.0,76.0,0,0,0,26.0,None,None,None,None,0.0,5,20272226,1,0
2289,1420 — Braine-l'Alleud,Apartment,None,295000.0,72.0,0,1,0,0.0,None,None,None,2.0,1.0,none,20250203,1,0
2290,1030 — SCHAERBEEK,Apartment,None,315000.0,85.0,1,1,0,0.0,None,None,None,4.0,1.0,5,20204354,no,0
2291,1090 — Jette,Apartment,None,320000.0,90.0,1,1,0,3.0,None,None,None,2.0,1.0,3,20274829,no,0
2292,1200 — Woluwe-Saint-Lambert,Apartment,None,345000.0,115.0,0,1,0,13.0,None,None,None,2.0,1.0,3,20249572,1,0
2293,4000 — Liège,Apartment,None,425000.0,132.0,1,1,0,0.0,None,None,None,2.0,0.0,5,20283849,no,0
2294,1050 — Ixelles,Apartment,None,430000.0,65.0,1,1,0,18.0,None,None,None,2.0,1.0,5,20216097,no,0
2295,8660 — De Panne,Apartment,None,460000.0,None,0,1,0,0.0,None,None,None,None,0.0,3,20285353,no,0
2296,1200 — Woluwe-Saint-Lambert,Apartment,None,475000.0,121.0,1,1,0,0.0,None,None,None,2.0,0.0,5,20219718,no,0
2297,1180 — Uccle,Apartment,None,495000.0,137.0,1,1,0,10.0,None,None,None,2.0,1.0,5,20264516,no,0
2298,8300 — Knokke-Heist,Apartment,None,580000.0,67.0,1,1,0,5.0,None,None,None,2.0,1.0,4,20231230,no,0
2299,4000 — Liège,Apartment,None,695000.0,200.0,1,1,0,4.0,None,None,None,2.0,1.0,5,20251163,no,0
2300,1000 — Bruxelles,Apartment,None,615000.0,132.0,1,0,1,0.0,None,None,None,2.0,1.0,5,20297942,no,0
2301,8400 — Oostende,Apartment,None,220000.0,83.0,0,1,0,7.0,None,None,None,None,0.0,none,11480719,no,0
2302,1090 — Jette,Apartment,None,259000.0,101.0,1,1,0,0.0,None,None,None,2.0,0.0,3,20313470,no,0
2303,2950 — Kapellen,Apartment,None,349000.0,104.0,1,0,0,8.0,None,None,None,2.0,1.0,5,20288728,1,0
2304,1200 — Woluwe-Saint-Lambert,Apartment,None,415000.0,100.0,1,1,0,3.0,None,None,None,2.0,1.0,5,20315764,no,0
2305,2000 — Antwerpen,Apartment,None,859000.0,232.0,1,1,0,25.0,None,None,None,2.0,1.0,none,20313671,no,0
2306,9000 — Gent,Apartment,None,480000.0,107.0,0,0,0,14.0,None,None,None,None,0.0,3,20213469,no,0
2307,1140 — Evere,Apartment,None,475000.0,129.0,1,0,0,17.0,None,None,None,2.0,1.0,5,20292306,no,0
2308,8500 — Kortrijk,Apartment,None,295000.0,81.0,0,0,0,4.0,None,None,None,2.0,0.0,5,20308901,no,0
2309,8200 — Brugge,Apartment,None,545000.0,97.0,0,0,0,20.0,None,None,None,None,0.0,3,20305948,no,0
2310,1200 — Woluwe-Saint-Lambert,Apartment,None,210000.0,78.0,1,1,0,15.0,None,None,None,None,1.0,2,20227698,1,0
2311,8301 — Duinbergen,Apartment,None,649000.0,85.0,0,1,0,0.0,None,None,None,None,0.0,none,20278494,no,0
2312,1000 — Bruxelles,Apartment,None,449000.0,112.0,1,0,0,12.0,None,None,None,3.0,1.0,5,20188671,no,0
2313,1150 — Woluwe-Saint-Pierre,Apartment,None,655000.0,170.0,1,1,0,22.0,None,None,None,2.0,1.0,4,20295089,no,0
2314,1050 — Ixelles,Apartment,None,1125000.0,145.0,1,0,0,16.0,None,None,None,3.0,1.0,5,20294916,1,0
2315,9300 — AALST,Apartment,None,295000.0,114.0,0,0,0,0.0,None,None,None,2.0,0.0,none,20274856,no,0
2316,2500 — Lier,Apartment,None,240000.0,106.0,1,0,0,0.0,None,None,None,None,0.0,none,20290947,no,0
2317,3000 — Leuven,Apartment,None,450000.0,120.0,1,0,0,20.0,None,None,None,None,0.0,none,20290727,no,0
2318,6000 — Charleroi,Apartment,None,70000.0,83.0,0,0,0,0.0,None,None,None,4.0,0.0,2,20213686,1,0
2319,8580 — AVELGEM,Apartment,None,109000.0,100.0,1,0,0,0.0,None,None,None,3.0,0.0,2,20237074,no,0
2320,6041 — Charleroi,Apartment,None,125000.0,64.0,1,0,0,0.0,None,None,None,2.0,1.0,5,20267638,no,0
2321,1190 — Forest,Apartment,None,135000.0,60.0,1,1,0,2.0,None,None,None,2.0,0.0,2,10677494,1,0
2322,8450 — Bredene,Apartment,None,135000.0,45.0,1,0,0,0.0,None,None,None,None,0.0,3,11455768,no,0
2323,4680 — Oupeye,Apartment,None,159000.0,76.0,1,1,0,4.0,None,None,None,2.0,1.0,1,20230487,no,0
2324,6800 — Libramont-Chevigny,Apartment,None,159000.0,75.0,1,1,0,0.0,None,None,None,None,1.0,3,11373567,no,0
2325,9050 — Gentbrugge,Apartment,None,160000.0,43.0,1,1,0,0.0,None,None,None,2.0,0.0,3,20235919,no,0
2326,1082 — BERCHEM-SAINTE-AGATHE,Apartment,None,169000.0,None,0,0,0,3.0,None,None,None,2.0,0.0,2,20185087,1,0
